material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull
mp-1183446,Bi3Au,L1$_2$,Bi,Au,3.0,1.0,4.8264119999999995,-56.347315449374996,0.17562989687500102
mp-981390,HgBi3,L1$_2$,Hg,Bi,1.0,3.0,4.95629,-56.092871145625,0.12578579374999702
mp-30083,TlBi,B2,Tl,Bi,1.0,1.0,3.991709,-55.750542977833334,0.111888890499997
mp-1183075,Ac3Cr,L1$_2$,Ac,Cr,3.0,1.0,5.318617,-54.79576256125,0.450682595624996
mp-865246,EuBi3,L1$_2$,Eu,Bi,1.0,3.0,4.999636723140972,-54.0031392375,0.040842896249998005
mp-977275,LuBi3,L1$_2$,Lu,Bi,1.0,3.0,4.940447,-53.7169600075,0.139923572500002
mp-11447,UTe,B2,U,Te,1.0,1.0,3.752685999999999,-53.55368887958333,0.09633641708333501
mp-1076927,GdPb3,L1$_2$,Gd,Pb,1.0,3.0,4.86990628,-53.44027841,0.0
mp-177,USb,B2,U,Sb,1.0,1.0,3.75347873,-53.40049456,0.0
mp-1183056,Ac3Cl,L1$_2$,Ac,Cl,3.0,1.0,5.460296,-53.24304891958334,0.702535130000001
mp-1183439,BiPt3,L1$_2$,Bi,Pt,1.0,3.0,4.186495,-53.232470875,0.155978428750003
mp-1187914,YbBi3,L1$_2$,Yb,Bi,1.0,3.0,4.908890296736319,-53.2276390725,0.130092330000003
mp-1184777,Ir3Pb,L1$_2$,Ir,Pb,3.0,1.0,4.052025,-52.8944734825,0.44632513250000005
mp-20828,Pt3Pb,L1$_2$,Pt,Pb,3.0,1.0,4.09973384,-52.808339165,0.034657805000001006
mp-1184168,ErBi3,L1$_2$,Er,Bi,1.0,3.0,4.936298,-52.7393953525,0.123354842499999
mp-1185032,KAc3,L1$_2$,K,Ac,1.0,3.0,5.7436,-52.648472121062504,0.334203422374997
mp-20379,DyTh,B2,Dy,Th,1.0,1.0,4.007679,-52.581058787500005,0.14747390000000102
mp-1186902,Re3Ir,L1$_2$,Re,Ir,3.0,1.0,3.88196526,-52.50265132,0.0
mp-1184761,Ir3Os,L1$_2$,Ir,Os,3.0,1.0,3.84807393,-52.494420455,0.021401844999999
mp-1187532,Tl3Au,L1$_2$,Tl,Au,3.0,1.0,4.73532544,-52.4901764975,0.074874852500002
mp-972185,Tl3Hg,L1$_2$,Tl,Hg,3.0,1.0,4.850267390000227,-52.20823689,0.027282111666664003
mp-265,TaIr3,L1$_2$,Ta,Ir,1.0,3.0,3.90530826,-52.17511517,0.0
mp-1186103,NaAc3,L1$_2$,Na,Ac,1.0,3.0,5.579067,-52.16459940788793,0.20455529398707
mp-1187243,TaOs3,L1$_2$,Ta,Os,1.0,3.0,3.91497248,-52.049900465,0.0
mp-1185287,LiAc3,L1$_2$,Li,Ac,1.0,3.0,5.437827,-51.90798518541667,0.16680097729166402
mp-867248,LaBi3,L1$_2$,La,Bi,1.0,3.0,5.0117565944042894,-51.89655375,0.063453869999996
mp-20773,PuAs,B2,Pu,As,1.0,1.0,3.525792,-51.786406835,0.20704904000000102
mp-1184759,IrPt3,L1$_2$,Ir,Pt,1.0,3.0,3.951253,-51.62398874749999,0.08163729000000301
mp-21430,YbPb3,L1$_2$,Yb,Pb,1.0,3.0,4.827551692421106,-51.61984883,0.0
mp-11473,TlHg,B2,Tl,Hg,1.0,1.0,3.84461124,-51.276888655,0.014844768333325
mp-1007693,HfOs3,L1$_2$,Hf,Os,1.0,3.0,3.973561,-51.19063339249999,0.25909898000000403
mp-1018054,HfPt3,L1$_2$,Hf,Pt,1.0,3.0,4.00245006,-51.0801258825,0.007669869374979
mp-20503,GdTl3,L1$_2$,Gd,Tl,1.0,3.0,4.74773385,-51.027932595,0.0
mp-1007690,HgPt3,L1$_2$,Hg,Pt,1.0,3.0,4.07257,-50.893200736874995,0.102995956250005
mp-1187199,Ta3Bi,L1$_2$,Ta,Bi,3.0,1.0,4.278221,-50.72528748075,0.344155489999998
mp-1921,ThTe,B2,Th,Te,1.0,1.0,3.86693004,-50.6779651,0.0
mp-10637,ThSb,B2,Th,Sb,1.0,1.0,3.861407,-50.58537498999999,0.088406870000007
mp-510400,GdIr3,L1$_2$,Gd,Ir,1.0,3.0,4.05641374,-50.50175071,0.0
mp-977310,OsAu3,L1$_2$,Os,Au,1.0,3.0,4.090436,-50.4960151875,0.6890121375
mp-1187214,Ta3Pb,L1$_2$,Ta,Pb,3.0,1.0,4.26586,-50.176557177,0.338600884999998
mp-867238,SmPb3,L1$_2$,Sm,Pb,1.0,3.0,4.8866422734052275,-50.083560365,0.0
mp-20939,PrPb3,L1$_2$,Pr,Pb,1.0,3.0,4.92583102,-50.0464719075,0.0
mp-20601,NdPb3,L1$_2$,Nd,Pb,1.0,3.0,4.9098076200000005,-50.0392381975,0.0
mp-20895,NpAs,B2,Np,As,1.0,1.0,3.501974,-50.034157015000005,0.146774564999994
mp-11452,HfOs,B2,Hf,Os,1.0,1.0,3.24346549,-49.914235895,0.0
mp-1064843,EuTl3,L1$_2$,Eu,Tl,1.0,3.0,4.865602460277516,-49.8548122025,0.0
mp-973055,Hg3Au,L1$_2$,Hg,Au,3.0,1.0,4.5137920000000005,-49.52128729114583,0.15170252374999602
mp-11455,HfPt,B2,Hf,Pt,1.0,1.0,3.329778,-49.40755611,0.17259653499999603
mp-790,LuPt3,L1$_2$,Lu,Pt,1.0,3.0,4.04578667,-49.320240915,0.0
mp-570164,YbTl3,L1$_2$,Yb,Tl,1.0,3.0,4.69050518606075,-49.2344920625,0.0
mp-1185482,Lu3Np,L1$_2$,Lu,Np,3.0,1.0,4.83200081,-48.95091229750001,0.365050722812497
mp-300,YbPt3,L1$_2$,Yb,Pt,1.0,3.0,4.056163507215176,-48.932286105,0.0
mp-817,TmTl3,L1$_2$,Tm,Tl,1.0,3.0,4.69516739,-48.894968215,0.0
mp-1183629,CdBi3,L1$_2$,Cd,Bi,1.0,3.0,4.953346,-48.77730203625,0.12565019499999802
mp-19966,GdTl,B2,Gd,Tl,1.0,1.0,3.81356485,-48.731326895,0.0
mp-2351,TmPt3,L1$_2$,Tm,Pt,1.0,3.0,4.06374824,-48.557938575,0.0
mp-2013,HoTl3,L1$_2$,Ho,Tl,1.0,3.0,4.71117179,-48.3770378625,0.0
mp-21087,UAs,B2,U,As,1.0,1.0,3.506175,-48.340253794999995,0.130024100000007
mp-1913,ErPt3,L1$_2$,Er,Pt,1.0,3.0,4.07338756,-48.241490325,0.0
mp-2415,DyTl3,L1$_2$,Dy,Tl,1.0,3.0,4.71695516,-48.17397771,0.0
mp-23159,SrBi3,L1$_2$,Sr,Bi,1.0,3.0,5.05221907,-48.1194439475,0.051393767812498006
mp-1186019,MoPb3,L1$_2$,Mo,Pb,1.0,3.0,4.776143,-47.9923394275,0.739506015000003
mp-1184703,Hf3Pb,L1$_2$,Hf,Pb,3.0,1.0,4.45124106,-47.9864988725,0.019860790000002
mp-195,HoPt3,L1$_2$,Ho,Pt,1.0,3.0,4.08447716,-47.961447995,0.0
mp-20603,CeTl3,L1$_2$,Ce,Tl,1.0,3.0,4.80610781,-47.9206055825,0.0
mp-635426,GdAu,B2,Gd,Au,1.0,1.0,3.6172008908734203,-47.83441158,0.0
mp-2465,DyPt3,L1$_2$,Dy,Pt,1.0,3.0,4.09425166,-47.7209023225,0.0
mp-20291,YPb3,L1$_2$,Y,Pb,1.0,3.0,4.8624544499999995,-47.65474169,0.015527627499999001
mp-862970,PmTl3,L1$_2$,Pm,Tl,1.0,3.0,4.77538698,-47.648901045,0.0
mp-2026,PrTl3,L1$_2$,Pr,Tl,1.0,3.0,4.81674655,-47.63103788,0.0
mp-1549,TbPt3,L1$_2$,Tb,Pt,1.0,3.0,4.10499822,-47.513297495,0.0
mp-11318,CePt3,L1$_2$,Ce,Pt,1.0,3.0,4.14913182,-47.35819607,0.0
mp-1185989,MnBi3,L1$_2$,Mn,Bi,1.0,3.0,4.851888,-47.152361432112066,0.39517754551724205
mp-1009493,NpN,B2,Np,N,1.0,1.0,2.994717,-47.070860785,0.634177884999999
mp-11487,LaPt3,L1$_2$,La,Pt,1.0,3.0,4.21443376,-46.954128365,0.14129061907894402
mp-11422,GdHg,B2,Gd,Hg,1.0,1.0,3.73411382,-46.91849567,0.0
mp-1996,NdIr3,L1$_2$,Nd,Ir,1.0,3.0,4.13379,-46.86828183833334,0.35847677249999704
mp-976725,Hf3Au,L1$_2$,Hf,Au,3.0,1.0,4.350654,-46.725963542500004,0.14295759000000102
mp-1183974,GaBi3,L1$_2$,Ga,Bi,1.0,3.0,4.91774,-46.62016067437499,0.120689488125002
mp-1001913,HoBi,B2,Ho,Bi,1.0,1.0,3.883022,-46.467209435,0.269877544999999
mp-21162,SrPb3,L1$_2$,Sr,Pb,1.0,3.0,5.00469932,-46.4242844625,0.0
mp-1187486,Tl3Sb,L1$_2$,Tl,Sb,3.0,1.0,4.94354825,-46.315111135,0.017860456071417
mp-542584,EuTl,B2,Eu,Tl,1.0,1.0,4.509432,-46.118304447,0.114671457
mp-866006,CaBi3,L1$_2$,Ca,Bi,1.0,3.0,4.972059056118655,-46.02029883,0.06833353750000201
mp-1186225,NbOs3,L1$_2$,Nb,Os,1.0,3.0,3.92105331,-45.99890788,0.039354171527783005
mp-1100776,ZnBi3,L1$_2$,Zn,Bi,1.0,3.0,4.873164,-45.914678545,0.18967741499999802
mp-1184552,Hf3Ta,L1$_2$,Hf,Ta,3.0,1.0,4.406881999999999,-45.863291970666666,0.14822774999999602
mp-1438,ZrIr3,L1$_2$,Zr,Ir,1.0,3.0,3.9596842,-45.7874618725,0.0
mp-639445,CeBi,B2,Ce,Bi,1.0,1.0,3.947143999999999,-45.66071524,0.17674943
mp-1006115,Ho3Pu,L1$_2$,Ho,Pu,3.0,1.0,4.956637,-45.597527019062504,0.6525679550000021
mp-568705,YbIr,B2,Yb,Ir,1.0,1.0,3.343555712728405,-45.582287875,0.0
mp-1184943,KBi3,L1$_2$,K,Bi,1.0,3.0,5.072353,-45.53230042625,0.142553596249996
mp-1184461,Gd3Au,L1$_2$,Gd,Au,3.0,1.0,4.802448,-45.48252883250001,0.13317960749999702
mp-1017542,ZrOs3,L1$_2$,Zr,Os,1.0,3.0,3.996587,-45.48158320500001,0.284571726249993
mp-1187638,Tl3In,L1$_2$,Tl,In,3.0,1.0,4.9128728299999995,-45.4758496675,0.05327636250000001
mp-10646,ThSe,B2,Th,Se,1.0,1.0,3.657839,-45.43732335499999,0.17823357500000703
mp-30858,ZrPt3,L1$_2$,Zr,Pt,1.0,3.0,4.02496988,-45.425387065,0.016842564374996
mp-19868,ThAs,B2,Th,As,1.0,1.0,3.6524,-45.417824305,0.28249000499999904
mp-1183170,AlBi3,L1$_2$,Al,Bi,1.0,3.0,4.887314,-45.32780088375,0.231929007499999
mp-1184771,Ir3Rh,L1$_2$,Ir,Rh,3.0,1.0,3.840335849999999,-45.3219121125,0.006866324999997
mp-11249,LuAu,B2,Lu,Au,1.0,1.0,3.49664842,-45.31912041,0.0
mp-13100,MoPt3,L1$_2$,Mo,Pt,1.0,3.0,3.979521,-45.28288025249999,0.14886324250000602
mp-866199,AcAg,B2,Ac,Ag,1.0,1.0,3.94785174,-45.26783526,0.0
mp-2393,YTl3,L1$_2$,Y,Tl,1.0,3.0,4.7308400299999995,-45.2637693725,0.0
mp-11576,YbTl,B2,Yb,Tl,1.0,1.0,3.704901071039502,-45.227903395,0.0
mp-20971,SnPt3,L1$_2$,Sn,Pt,1.0,3.0,4.02927876,-45.204039005,0.0
mp-1187490,Tl3Ag,L1$_2$,Tl,Ag,3.0,1.0,4.810103,-45.11600863791666,0.10743908333333901
mp-1011031,PrBi,B2,Pr,Bi,1.0,1.0,4.010419,-44.889884565,0.245404639999996
mp-979269,Tl3Cd,L1$_2$,Tl,Cd,3.0,1.0,4.837151090000911,-44.8392726375,0.071452719999996
mp-2403,YPt3,L1$_2$,Y,Pt,1.0,3.0,4.1003579,-44.7606417825,0.0
mp-20516,InPt3,L1$_2$,In,Pt,1.0,3.0,4.01798329,-44.7003745175,0.0
mp-1184128,CuPb3,L1$_2$,Cu,Pb,1.0,3.0,4.7603539999999995,-44.6708629875,0.254686595000002
mp-974395,Pt3Rh,L1$_2$,Pt,Rh,3.0,1.0,3.9101831755850327,-44.666513225,0.018150764999994
mp-11375,EuHg,B2,Eu,Hg,1.0,1.0,3.87097005,-44.55686829,0.0
mp-2818,YbAu,B2,Yb,Au,1.0,1.0,3.510457994539114,-44.55107555,0.009424421250002
mp-515,TmTl,B2,Tm,Tl,1.0,1.0,3.71618264,-44.537599135,0.0
mp-2522,LuHg,B2,Lu,Hg,1.0,1.0,3.61002979,-44.27194864,0.0
mp-1186917,SbAu3,L1$_2$,Sb,Au,1.0,3.0,4.314705,-44.26395999625,0.12720458843750002
mp-1206636,SrTl3,L1$_2$,Sr,Tl,1.0,3.0,4.94518977,-43.965380115,0.029404816250000004
mp-30353,AgPt3,L1$_2$,Ag,Pt,1.0,3.0,4.006844,-43.92456509833334,0.07138850416666201
mp-1185202,KPb3,L1$_2$,K,Pb,1.0,3.0,5.101371,-43.85154064293586,0.068886191874995
mp-447,TmAu,B2,Tm,Au,1.0,1.0,3.5236878,-43.83160761,0.027464062500001003
mp-1187330,Tb3Np,L1$_2$,Tb,Np,3.0,1.0,4.942461,-43.77477595250001,0.401102542812495
mp-973834,PdAu3,L1$_2$,Pd,Au,1.0,3.0,4.07108259,-43.77047527,0.004613015000003
mp-2545,YbHg,B2,Yb,Hg,1.0,1.0,3.626258438523035,-43.522256765,0.0
mp-1540,HoTl,B2,Ho,Tl,1.0,1.0,3.7474274,-43.45888734,0.0
mp-863750,AgAu3,L1$_2$,Ag,Au,1.0,3.0,4.12163154,-43.34257413,0.0
mp-1082,VIr3,L1$_2$,V,Ir,1.0,3.0,3.81681618,-43.3339806325,0.015957168749999
mp-12083,CrIr3,L1$_2$,Cr,Ir,1.0,3.0,3.81417244,-43.2963142925,0.0
mp-20555,NaPb3,L1$_2$,Na,Pb,1.0,3.0,4.8973938100000005,-43.2741074525,0.0
mp-2442,ErAu,B2,Er,Au,1.0,1.0,3.53853832,-43.21884001,0.032483304999999005
mp-1187495,Tl3Ge,L1$_2$,Tl,Ge,3.0,1.0,4.818523,-43.17601349374999,0.176459336250005
mp-980203,TiOs3,L1$_2$,Ti,Os,1.0,3.0,3.887734,-43.16824605749999,0.21976455250000201
mp-1264,CdAu3,L1$_2$,Cd,Au,1.0,3.0,4.16047153,-43.1078333,0.011046036249993
mp-11374,DyTl,B2,Dy,Tl,1.0,1.0,3.76293356,-43.0305658,0.0
mp-1183703,CrRe3,L1$_2$,Cr,Re,1.0,3.0,3.863547999999999,-42.943196704375,0.133099923750002
mp-1187482,Tl3V,L1$_2$,Tl,V,3.0,1.0,4.655126,-42.8784056375,0.528466729999998
mp-1100771,TiTl3,L1$_2$,Ti,Tl,1.0,3.0,4.600544,-42.8300670825,0.30014214916666704
mp-11475,TmHg,B2,Tm,Hg,1.0,1.0,3.64438249,-42.80952208,0.0
mp-12107,TiPt3,L1$_2$,Ti,Pt,1.0,3.0,3.92452764,-42.7729185075,0.0048638332142800006
mp-2515,CrPt3,L1$_2$,Cr,Pt,1.0,3.0,3.8959526700000002,-42.726792215,0.0
mp-11245,HoAu,B2,Ho,Au,1.0,1.0,3.55615334,-42.691304615,0.037452287500002006
mp-1005719,Sm3Np,L1$_2$,Sm,Np,3.0,1.0,5.035356,-42.686044541250006,0.36970158156249505
mp-7425,TbPt,B2,Tb,Pt,1.0,1.0,3.514847,-42.67894291125,0.078159217500001
mp-985300,AcEr3,L1$_2$,Ac,Er,1.0,3.0,5.140364,-42.52809074125,0.075355486875004
mp-1206752,CeTl,B2,Ce,Tl,1.0,1.0,3.91315008,-42.43434937,0.008205019999998
mp-1186738,Pr3Np,L1$_2$,Pr,Np,3.0,1.0,5.142927,-42.421045619999994,0.387974539062504
mp-1187519,Tl3Cu,L1$_2$,Tl,Cu,3.0,1.0,4.716998,-42.3097831325,0.28639430249999903
mp-1183186,AsPt3,L1$_2$,As,Pt,1.0,3.0,4.013829,-42.2699740884375,0.250463147187502
mp-1183210,AgHg3,L1$_2$,Ag,Hg,1.0,3.0,4.504894,-42.251862691041666,0.11296148708333201
mp-2468,ErHg,B2,Er,Hg,1.0,1.0,3.65980363,-42.210368655,0.0
mp-1187498,Tl3Zn,L1$_2$,Tl,Zn,3.0,1.0,4.8009889999999995,-41.97617554125,0.135953544999999
mp-526,CaTl3,L1$_2$,Ca,Tl,1.0,3.0,4.8251418600000004,-41.92368676,0.0
mp-1206376,MnAu3,L1$_2$,Mn,Au,1.0,3.0,4.081319,-41.8070853175,0.086135026250005
mp-12599,PrTl,B2,Pr,Tl,1.0,1.0,3.9156306,-41.795763155,0.0
mp-1092,HoHg,B2,Ho,Hg,1.0,1.0,3.6761568000000002,-41.69768095,0.0
mp-1187496,Tl3Si,L1$_2$,Tl,Si,3.0,1.0,4.783735,-41.697111076249996,0.380808507499999
mp-1183680,CoW3,L1$_2$,Co,W,1.0,3.0,3.907351,-41.549367191666676,0.285036375833328
mp-1039106,SnBi,B2,Sn,Bi,1.0,1.0,3.921633,-41.50666356,0.11756520249999601
mp-998901,ThC,B2,Th,C,1.0,1.0,3.192985,-41.497754074999996,0.644232260000002
mp-2443,DyHg,B2,Dy,Hg,1.0,1.0,3.69320548,-41.2528405,0.0
mp-20943,TePb,B2,Te,Pb,1.0,1.0,4.002287,-41.127105154999995,0.22790395500000202
mp-1185438,Lu3Hg,L1$_2$,Lu,Hg,3.0,1.0,4.714644,-41.089523631666665,0.08639078000000201
mp-1183062,AcDy3,L1$_2$,Ac,Dy,1.0,3.0,5.1806112,-41.069441195,0.07628107687499801
mp-188,AlPt3,L1$_2$,Al,Pt,1.0,3.0,3.889931739999999,-41.0380479975,0.013889883124996002
mp-1206590,CoAu3,L1$_2$,Co,Au,1.0,3.0,4.024451,-41.01277380375001,0.23450409124999502
mp-1184453,Gd3Er,L1$_2$,Gd,Er,3.0,1.0,5.14561346,-40.956194565,0.07291820166667401
mp-2054,TbHg,B2,Tb,Hg,1.0,1.0,3.71130884,-40.878399395,0.0
mp-976784,NiAu3,L1$_2$,Ni,Au,1.0,3.0,4.028168,-40.8452285325,0.088920869999995
mp-1187526,Tl3B,L1$_2$,Tl,B,3.0,1.0,4.641985,-40.72029083166667,1.000776152708333
mp-702,CeHg,B2,Ce,Hg,1.0,1.0,3.84151864,-40.572162385,0.0
mp-973191,LiTl3,L1$_2$,Li,Tl,1.0,3.0,4.69762631,-40.5679174775,0.041037442499998
mp-1184431,Gd3Dy,L1$_2$,Gd,Dy,3.0,1.0,5.16460216,-40.46935427,0.07980226749999901
mp-1183693,CrHg3,L1$_2$,Cr,Hg,1.0,3.0,4.439138,-40.432683538125,0.36150695125
mp-1185994,MnHg3,L1$_2$,Mn,Hg,1.0,3.0,4.41785,-40.40227396898707,0.294414591767242
mp-1184558,Hf3Sn,L1$_2$,Hf,Sn,3.0,1.0,4.41221291,-40.3136231425,0.021194234166664
mp-1185539,CeGd3,L1$_2$,Ce,Gd,1.0,3.0,5.029572,-40.17925961625001,0.078651548750002
mp-734,LaHg,B2,La,Hg,1.0,1.0,3.89793592,-40.13555846,0.0
