せん断弾性率,,,-3000,名詞,一般,*,*,*,*,せん断弾性率,*,*
せん断応力,,,-2500,名詞,一般,*,*,*,*,せん断応力,*,*
ひずみ,,,-1500,名詞,一般,*,*,*,*,ひずみ,*,*
ひずみ硬化,,,-2500,名詞,一般,*,*,*,*,ひずみ硬化,*,*
ひずみ速度,,,-2500,名詞,一般,*,*,*,*,ひずみ速度,*,*
アテンション,,,-3000,名詞,一般,*,*,*,*,アテンション,*,*
アモルファス,,,-3000,名詞,一般,*,*,*,*,アモルファス,*,*
アルミニウム,,,-3000,名詞,一般,*,*,*,*,アルミニウム,*,*
アルミニウム合金,,,-4000,名詞,一般,*,*,*,*,アルミニウム合金,*,*
アルミ合金,,,-2500,名詞,一般,*,*,*,*,アルミ合金,*,*
アレニウス式,,,-3000,名詞,一般,*,*,*,*,アレニウス式,*,*
イオン,,,-1500,名詞,一般,*,*,*,*,イオン,*,*
イオンミリング,,,-3500,名詞,一般,*,*,*,*,イオンミリング,*,*
イオン結合,,,-2500,名詞,一般,*,*,*,*,イオン結合,*,*
イットリウム,,,-3000,名詞,一般,*,*,*,*,イットリウム,*,*
イリジウム,,,-2500,名詞,一般,*,*,*,*,イリジウム,*,*
エネルギー凸包,,,-3500,名詞,一般,*,*,*,*,エネルギー凸包,*,*
エネルギー収束,,,-3500,名詞,一般,*,*,*,*,エネルギー収束,*,*
エピキシス,,,-2500,名詞,一般,*,*,*,*,エピキシス,*,*
エンタルピー,,,-3000,名詞,一般,*,*,*,*,エンタルピー,*,*
エントロピー,,,-3000,名詞,一般,*,*,*,*,エントロピー,*,*
オーステナイト,,,-3500,名詞,一般,*,*,*,*,オーステナイト,*,*
カーネル法,,,-2500,名詞,一般,*,*,*,*,カーネル法,*,*
カーボンナノチューブ,,,-5000,名詞,一般,*,*,*,*,カーボンナノチューブ,*,*
ガラス金属,,,-2500,名詞,一般,*,*,*,*,ガラス金属,*,*
ガリウム,,,-2000,名詞,一般,*,*,*,*,ガリウム,*,*
ガンマプライム,,,-3500,名詞,一般,*,*,*,*,ガンマプライム,*,*
キュリー温度,,,-3000,名詞,一般,*,*,*,*,キュリー温度,*,*
ギブス自由エネルギー,,,-5000,名詞,一般,*,*,*,*,ギブス自由エネルギー,*,*
クラスタリング,,,-3500,名詞,一般,*,*,*,*,クラスタリング,*,*
クリープ,,,-2000,名詞,一般,*,*,*,*,クリープ,*,*
クリープ寿命,,,-3000,名詞,一般,*,*,*,*,クリープ寿命,*,*
クリープ強度,,,-3000,名詞,一般,*,*,*,*,クリープ強度,*,*
クロム,,,-1500,名詞,一般,*,*,*,*,クロム,*,*
グラファイト,,,-3000,名詞,一般,*,*,*,*,グラファイト,*,*
グリュナイゼン定数,,,-4500,名詞,一般,*,*,*,*,グリュナイゼン定数,*,*
ケイ素,,,-1500,名詞,一般,*,*,*,*,ケイ素,*,*
ゲルマニウム,,,-3000,名詞,一般,*,*,*,*,ゲルマニウム,*,*
コバルト,,,-2000,名詞,一般,*,*,*,*,コバルト,*,*
コーティング,,,-3000,名詞,一般,*,*,*,*,コーティング,*,*
コーティング層,,,-3500,名詞,一般,*,*,*,*,コーティング層,*,*
シアモジュラス,,,-3500,名詞,一般,*,*,*,*,シアモジュラス,*,*
シミュレーション,,,-4000,名詞,一般,*,*,*,*,シミュレーション,*,*
ジルコニウム,,,-3000,名詞,一般,*,*,*,*,ジルコニウム,*,*
スカンジウム,,,-3000,名詞,一般,*,*,*,*,スカンジウム,*,*
ステンレス,,,-2500,名詞,一般,*,*,*,*,ステンレス,*,*
ステンレス鋼,,,-3000,名詞,一般,*,*,*,*,ステンレス鋼,*,*
スパッタリング,,,-3500,名詞,一般,*,*,*,*,スパッタリング,*,*
スピン偏極,,,-2500,名詞,一般,*,*,*,*,スピン偏極,*,*
スペロイド,,,-2500,名詞,一般,*,*,*,*,スペロイド,*,*
セグネーション,,,-3500,名詞,一般,*,*,*,*,セグネーション,*,*
セメンタイト,,,-3000,名詞,一般,*,*,*,*,セメンタイト,*,*
セリウム,,,-2000,名詞,一般,*,*,*,*,セリウム,*,*
タングステン,,,-3000,名詞,一般,*,*,*,*,タングステン,*,*
タンタル,,,-2000,名詞,一般,*,*,*,*,タンタル,*,*
ダイヤモンド,,,-3000,名詞,一般,*,*,*,*,ダイヤモンド,*,*
チタン,,,-1500,名詞,一般,*,*,*,*,チタン,*,*
チタン合金,,,-2500,名詞,一般,*,*,*,*,チタン合金,*,*
テストデータ,,,-3000,名詞,一般,*,*,*,*,テストデータ,*,*
デバイ温度,,,-2500,名詞,一般,*,*,*,*,デバイ温度,*,*
トルク,,,-1500,名詞,一般,*,*,*,*,トルク,*,*
トークナイザー,,,-3500,名詞,一般,*,*,*,*,トークナイザー,*,*
ナノチューブ,,,-3000,名詞,一般,*,*,*,*,ナノチューブ,*,*
ナノワイヤー,,,-3000,名詞,一般,*,*,*,*,ナノワイヤー,*,*
ナノ粒子,,,-2000,名詞,一般,*,*,*,*,ナノ粒子,*,*
ナノ結晶,,,-2000,名詞,一般,*,*,*,*,ナノ結晶,*,*
ニオブ,,,-1500,名詞,一般,*,*,*,*,ニオブ,*,*
ニッケル,,,-2000,名詞,一般,*,*,*,*,ニッケル,*,*
ニッケル合金,,,-3000,名詞,一般,*,*,*,*,ニッケル合金,*,*
ニッケル基超合金,,,-4000,名詞,一般,*,*,*,*,ニッケル基超合金,*,*
ハトリックス,,,-3000,名詞,一般,*,*,*,*,ハトリックス,*,*
ハドソン,,,-2000,名詞,一般,*,*,*,*,ハドソン,*,*
ハフニウム,,,-2500,名詞,一般,*,*,*,*,ハフニウム,*,*
ハル上エネルギー,,,-4000,名詞,一般,*,*,*,*,ハル上エネルギー,*,*
ハートリー,,,-2500,名詞,一般,*,*,*,*,ハートリー,*,*
ハートリーフォック,,,-4500,名詞,一般,*,*,*,*,ハートリーフォック,*,*
バナジウム,,,-2500,名詞,一般,*,*,*,*,バナジウム,*,*
バルク,,,-1500,名詞,一般,*,*,*,*,バルク,*,*
バルクモジュラス,,,-4000,名詞,一般,*,*,*,*,バルクモジュラス,*,*
バンドギャップ,,,-3500,名詞,一般,*,*,*,*,バンドギャップ,*,*
バンド構造,,,-2500,名詞,一般,*,*,*,*,バンド構造,*,*
バースト,,,-2000,名詞,一般,*,*,*,*,バースト,*,*
パラジウム,,,-2500,名詞,一般,*,*,*,*,パラジウム,*,*
パーライト,,,-2500,名詞,一般,*,*,*,*,パーライト,*,*
ビスマス,,,-2000,名詞,一般,*,*,*,*,ビスマス,*,*
ビッカース硬さ,,,-3500,名詞,一般,*,*,*,*,ビッカース硬さ,*,*
ファンデルワールス力,,,-5000,名詞,一般,*,*,*,*,ファンデルワールス力,*,*
フィックの法則,,,-3500,名詞,一般,*,*,*,*,フィックの法則,*,*
フェライト,,,-2500,名詞,一般,*,*,*,*,フェライト,*,*
フェリ磁性,,,-2500,名詞,一般,*,*,*,*,フェリ磁性,*,*
フェルミエネルギー,,,-4500,名詞,一般,*,*,*,*,フェルミエネルギー,*,*
フェルミ面,,,-2500,名詞,一般,*,*,*,*,フェルミ面,*,*
フェルミ面でのDOS,,,-5000,名詞,一般,*,*,*,*,フェルミ面でのDOS,*,*
ブラヴィアス格子,,,-4000,名詞,一般,*,*,*,*,ブラヴィアス格子,*,*
ブリネル硬さ,,,-3000,名詞,一般,*,*,*,*,ブリネル硬さ,*,*
ブロンズ,,,-2000,名詞,一般,*,*,*,*,ブロンズ,*,*
プラチナ,,,-2000,名詞,一般,*,*,*,*,プラチナ,*,*
ベイズ推定,,,-2500,名詞,一般,*,*,*,*,ベイズ推定,*,*
ベイズ推論,,,-2500,名詞,一般,*,*,*,*,ベイズ推論,*,*
ベインサイト,,,-3000,名詞,一般,*,*,*,*,ベインサイト,*,*
ホウ素,,,-1500,名詞,一般,*,*,*,*,ホウ素,*,*
ポアソン比,,,-2500,名詞,一般,*,*,*,*,ポアソン比,*,*
ポテンシャル,,,-3000,名詞,一般,*,*,*,*,ポテンシャル,*,*
マグネシウム合金,,,-4000,名詞,一般,*,*,*,*,マグネシウム合金,*,*
マルチスケール,,,-3500,名詞,一般,*,*,*,*,マルチスケール,*,*
マルチスケールシミュレーション,,,-7500,名詞,一般,*,*,*,*,マルチスケールシミュレーション,*,*
マルテンサイト,,,-3500,名詞,一般,*,*,*,*,マルテンサイト,*,*
マルテンサイト変態,,,-4500,名詞,一般,*,*,*,*,マルテンサイト変態,*,*
マンガン,,,-2000,名詞,一般,*,*,*,*,マンガン,*,*
ミラー指数,,,-2500,名詞,一般,*,*,*,*,ミラー指数,*,*
メタポテンシャル,,,-4000,名詞,一般,*,*,*,*,メタポテンシャル,*,*
モリブデン,,,-2500,名詞,一般,*,*,*,*,モリブデン,*,*
モンテカルロ,,,-3000,名詞,一般,*,*,*,*,モンテカルロ,*,*
モーメント,,,-2500,名詞,一般,*,*,*,*,モーメント,*,*
ヤング率,,,-2000,名詞,一般,*,*,*,*,ヤング率,*,*
ラベル,,,-1500,名詞,一般,*,*,*,*,ラベル,*,*
ランジウィアン,,,-3500,名詞,一般,*,*,*,*,ランジウィアン,*,*
ランタン,,,-2000,名詞,一般,*,*,*,*,ランタン,*,*
ラーブス構造,,,-3000,名詞,一般,*,*,*,*,ラーブス構造,*,*
リランキング,,,-3000,名詞,一般,*,*,*,*,リランキング,*,*
ルテニウム,,,-2500,名詞,一般,*,*,*,*,ルテニウム,*,*
レニウム,,,-2000,名詞,一般,*,*,*,*,レニウム,*,*
ロジウム,,,-2000,名詞,一般,*,*,*,*,ロジウム,*,*
ロックウェル硬さ,,,-4000,名詞,一般,*,*,*,*,ロックウェル硬さ,*,*
三相,,,-1000,名詞,一般,*,*,*,*,三相,*,*
不均一,,,-1500,名詞,一般,*,*,*,*,不均一,*,*
不確かさ,,,-2000,名詞,一般,*,*,*,*,不確かさ,*,*
不確かさ定量化,,,-3500,名詞,一般,*,*,*,*,不確かさ定量化,*,*
不純物,,,-1500,名詞,一般,*,*,*,*,不純物,*,*
中性子,,,-1500,名詞,一般,*,*,*,*,中性子,*,*
中性子回折,,,-2500,名詞,一般,*,*,*,*,中性子回折,*,*
主ひずみ,,,-2000,名詞,一般,*,*,*,*,主ひずみ,*,*
主応力,,,-1500,名詞,一般,*,*,*,*,主応力,*,*
亀裂,,,-1000,名詞,一般,*,*,*,*,亀裂,*,*
亀裂 initiation,,,-6500,名詞,一般,*,*,*,*,亀裂 initiation,*,*
亀裂起始,,,-2000,名詞,一般,*,*,*,*,亀裂起始,*,*
亀裂進展,,,-2000,名詞,一般,*,*,*,*,亀裂進展,*,*
二相,,,-1000,名詞,一般,*,*,*,*,二相,*,*
亜鉛,,,-1000,名詞,一般,*,*,*,*,亜鉛,*,*
交換相関,,,-2000,名詞,一般,*,*,*,*,交換相関,*,*
仕事関数,,,-2000,名詞,一般,*,*,*,*,仕事関数,*,*
体心立方,,,-2000,名詞,一般,*,*,*,*,体心立方,*,*
体積,,,-1000,名詞,一般,*,*,*,*,体積,*,*
体積弾性率,,,-2500,名詞,一般,*,*,*,*,体積弾性率,*,*
体積拡散,,,-2000,名詞,一般,*,*,*,*,体積拡散,*,*
価電子,,,-1500,名詞,一般,*,*,*,*,価電子,*,*
信頼性,,,-1500,名詞,一般,*,*,*,*,信頼性,*,*
偏析,,,-1000,名詞,一般,*,*,*,*,偏析,*,*
元素,,,-1000,名詞,一般,*,*,*,*,元素,*,*
全エネルギー,,,-3000,名詞,一般,*,*,*,*,全エネルギー,*,*
六方密立,,,-2000,名詞,一般,*,*,*,*,六方密立,*,*
共有結合,,,-2000,名詞,一般,*,*,*,*,共有結合,*,*
冷間加工,,,-2000,名詞,一般,*,*,*,*,冷間加工,*,*
凝固,,,-1000,名詞,一般,*,*,*,*,凝固,*,*
凝固点,,,-1500,名詞,一般,*,*,*,*,凝固点,*,*
凝縮,,,-1000,名詞,一般,*,*,*,*,凝縮,*,*
凸包,,,-1000,名詞,一般,*,*,*,*,凸包,*,*
分子,,,-1000,名詞,一般,*,*,*,*,分子,*,*
分子動力学,,,-2500,名詞,一般,*,*,*,*,分子動力学,*,*
分配係数,,,-2000,名詞,一般,*,*,*,*,分配係数,*,*
分類,,,-1000,名詞,一般,*,*,*,*,分類,*,*
切削,,,-1000,名詞,一般,*,*,*,*,切削,*,*
力収束,,,-1500,名詞,一般,*,*,*,*,力収束,*,*
加工硬化,,,-2000,名詞,一般,*,*,*,*,加工硬化,*,*
劣化,,,-1000,名詞,一般,*,*,*,*,劣化,*,*
助子,,,-1000,名詞,一般,*,*,*,*,助子,*,*
勾配,,,-1000,名詞,一般,*,*,*,*,勾配,*,*
化学ポテンシャル,,,-4000,名詞,一般,*,*,*,*,化学ポテンシャル,*,*
化学拡散,,,-2000,名詞,一般,*,*,*,*,化学拡散,*,*
化学結合,,,-2000,名詞,一般,*,*,*,*,化学結合,*,*
化学量論比,,,-2500,名詞,一般,*,*,*,*,化学量論比,*,*
半径,,,-1000,名詞,一般,*,*,*,*,半径,*,*
単位格子,,,-2000,名詞,一般,*,*,*,*,単位格子,*,*
単体,,,-1000,名詞,一般,*,*,*,*,単体,*,*
単元素,,,-1500,名詞,一般,*,*,*,*,単元素,*,*
単相,,,-1000,名詞,一般,*,*,*,*,単相,*,*
単結晶,,,-1500,名詞,一般,*,*,*,*,単結晶,*,*
厚さ,,,-1000,名詞,一般,*,*,*,*,厚さ,*,*
原子,,,-1000,名詞,一般,*,*,*,*,原子,*,*
原子あたりエネルギー,,,-5000,名詞,一般,*,*,*,*,原子あたりエネルギー,*,*
原子あたり体積,,,-3500,名詞,一般,*,*,*,*,原子あたり体積,*,*
原子分率,,,-2000,名詞,一般,*,*,*,*,原子分率,*,*
双晶,,,-1000,名詞,一般,*,*,*,*,双晶,*,*
双晶界,,,-1500,名詞,一般,*,*,*,*,双晶界,*,*
反強磁性,,,-2000,名詞,一般,*,*,*,*,反強磁性,*,*
反応速度,,,-2000,名詞,一般,*,*,*,*,反応速度,*,*
合金,,,-1000,名詞,一般,*,*,*,*,合金,*,*
合金鋼,,,-1500,名詞,一般,*,*,*,*,合金鋼,*,*
同素体,,,-1500,名詞,一般,*,*,*,*,同素体,*,*
品界,,,-1000,名詞,一般,*,*,*,*,品界,*,*
回帰,,,-1000,名詞,一般,*,*,*,*,回帰,*,*
固溶体,,,-1500,名詞,一般,*,*,*,*,固溶体,*,*
固相,,,-1000,名詞,一般,*,*,*,*,固相,*,*
固相変態,,,-2000,名詞,一般,*,*,*,*,固相変態,*,*
圧力,,,-1000,名詞,一般,*,*,*,*,圧力,*,*
圧力制御,,,-2000,名詞,一般,*,*,*,*,圧力制御,*,*
圧延,,,-1000,名詞,一般,*,*,*,*,圧延,*,*
圧縮強度,,,-2000,名詞,一般,*,*,*,*,圧縮強度,*,*
均一,,,-1000,名詞,一般,*,*,*,*,均一,*,*
埋め込み,,,-2000,名詞,一般,*,*,*,*,埋め込み,*,*
基底関数,,,-2000,名詞,一般,*,*,*,*,基底関数,*,*
塑性,,,-1000,名詞,一般,*,*,*,*,塑性,*,*
塑性変形,,,-2000,名詞,一般,*,*,*,*,塑性変形,*,*
変位,,,-1000,名詞,一般,*,*,*,*,変位,*,*
変形,,,-1000,名詞,一般,*,*,*,*,変形,*,*
多層,,,-1000,名詞,一般,*,*,*,*,多層,*,*
多結晶,,,-1500,名詞,一般,*,*,*,*,多結晶,*,*
大規模言語モデル,,,-4000,名詞,一般,*,*,*,*,大規模言語モデル,*,*
安定構造,,,-2000,名詞,一般,*,*,*,*,安定構造,*,*
密度,,,-1000,名詞,一般,*,*,*,*,密度,*,*
密度汎関数法,,,-3000,名詞,一般,*,*,*,*,密度汎関数法,*,*
密度汎関数理論,,,-3500,名詞,一般,*,*,*,*,密度汎関数理論,*,*
対称性,,,-1500,名詞,一般,*,*,*,*,対称性,*,*
寿命,,,-1000,名詞,一般,*,*,*,*,寿命,*,*
射出,,,-1000,名詞,一般,*,*,*,*,射出,*,*
岩塩型,,,-1500,名詞,一般,*,*,*,*,岩塩型,*,*
工具鋼,,,-1500,名詞,一般,*,*,*,*,工具鋼,*,*
平衡相図,,,-2000,名詞,一般,*,*,*,*,平衡相図,*,*
平面波,,,-1500,名詞,一般,*,*,*,*,平面波,*,*
平面波基底,,,-2500,名詞,一般,*,*,*,*,平面波基底,*,*
延性,,,-1000,名詞,一般,*,*,*,*,延性,*,*
延性破壊,,,-2000,名詞,一般,*,*,*,*,延性破壊,*,*
引張強度,,,-2000,名詞,一般,*,*,*,*,引張強度,*,*
引抜,,,-1000,名詞,一般,*,*,*,*,引抜,*,*
強度,,,-1000,名詞,一般,*,*,*,*,強度,*,*
強磁性,,,-1500,名詞,一般,*,*,*,*,強磁性,*,*
弾性,,,-1000,名詞,一般,*,*,*,*,弾性,*,*
弾性テンソル,,,-3000,名詞,一般,*,*,*,*,弾性テンソル,*,*
弾性変形,,,-2000,名詞,一般,*,*,*,*,弾性変形,*,*
形成エネルギー,,,-3500,名詞,一般,*,*,*,*,形成エネルギー,*,*
形状記憶,,,-2000,名詞,一般,*,*,*,*,形状記憶,*,*
形状記憶効果,,,-3000,名詞,一般,*,*,*,*,形状記憶効果,*,*
微細組織,,,-2000,名詞,一般,*,*,*,*,微細組織,*,*
微細結晶,,,-2000,名詞,一般,*,*,*,*,微細結晶,*,*
応力,,,-1000,名詞,一般,*,*,*,*,応力,*,*
応力-ひずみ曲線,,,-4000,名詞,一般,*,*,*,*,応力-ひずみ曲線,*,*
応力勾配,,,-2000,名詞,一般,*,*,*,*,応力勾配,*,*
応力場,,,-1500,名詞,一般,*,*,*,*,応力場,*,*
応力緩和,,,-2000,名詞,一般,*,*,*,*,応力緩和,*,*
応力腐食割れ,,,-3000,名詞,一般,*,*,*,*,応力腐食割れ,*,*
成長,,,-1000,名詞,一般,*,*,*,*,成長,*,*
成長速度,,,-2000,名詞,一般,*,*,*,*,成長速度,*,*
抵抗率,,,-1500,名詞,一般,*,*,*,*,抵抗率,*,*
押し出し,,,-2000,名詞,一般,*,*,*,*,押し出し,*,*
拡散,,,-1000,名詞,一般,*,*,*,*,拡散,*,*
拡散係数,,,-2000,名詞,一般,*,*,*,*,拡散係数,*,*
拡散場,,,-1500,名詞,一般,*,*,*,*,拡散場,*,*
拡散時間,,,-2000,名詞,一般,*,*,*,*,拡散時間,*,*
拡散流,,,-1500,名詞,一般,*,*,*,*,拡散流,*,*
拡散速度,,,-2000,名詞,一般,*,*,*,*,拡散速度,*,*
拡散長,,,-1500,名詞,一般,*,*,*,*,拡散長,*,*
摩擦摩耗,,,-2000,名詞,一般,*,*,*,*,摩擦摩耗,*,*
摩耗,,,-1000,名詞,一般,*,*,*,*,摩耗,*,*
擬ポテンシャル,,,-3500,名詞,一般,*,*,*,*,擬ポテンシャル,*,*
教師データ,,,-2500,名詞,一般,*,*,*,*,教師データ,*,*
方位関係,,,-2000,名詞,一般,*,*,*,*,方位関係,*,*
昇華,,,-1000,名詞,一般,*,*,*,*,昇華,*,*
時ステップ,,,-2500,名詞,一般,*,*,*,*,時ステップ,*,*
時効,,,-1000,名詞,一般,*,*,*,*,時効,*,*
時効処理,,,-2000,名詞,一般,*,*,*,*,時効処理,*,*
時効硬化,,,-2000,名詞,一般,*,*,*,*,時効硬化,*,*
時間ステップ,,,-3000,名詞,一般,*,*,*,*,時間ステップ,*,*
曲げ強度,,,-2000,名詞,一般,*,*,*,*,曲げ強度,*,*
材料インフォマティクス,,,-5500,名詞,一般,*,*,*,*,材料インフォマティクス,*,*
材料データ,,,-2500,名詞,一般,*,*,*,*,材料データ,*,*
材料データベース,,,-4000,名詞,一般,*,*,*,*,材料データベース,*,*
材料情報学,,,-2500,名詞,一般,*,*,*,*,材料情報学,*,*
板圧延,,,-1500,名詞,一般,*,*,*,*,板圧延,*,*
析出,,,-1000,名詞,一般,*,*,*,*,析出,*,*
析出成長,,,-2000,名詞,一般,*,*,*,*,析出成長,*,*
析出物,,,-1500,名詞,一般,*,*,*,*,析出物,*,*
析出相,,,-1500,名詞,一般,*,*,*,*,析出相,*,*
析出速度,,,-2000,名詞,一般,*,*,*,*,析出速度,*,*
核生成,,,-1500,名詞,一般,*,*,*,*,核生成,*,*
格子パラメータ,,,-3500,名詞,一般,*,*,*,*,格子パラメータ,*,*
格子体積,,,-2000,名詞,一般,*,*,*,*,格子体積,*,*
格子定数,,,-2000,名詞,一般,*,*,*,*,格子定数,*,*
格子間,,,-1500,名詞,一般,*,*,*,*,格子間,*,*
極点図,,,-1500,名詞,一般,*,*,*,*,極点図,*,*
横弾性係数,,,-2500,名詞,一般,*,*,*,*,横弾性係数,*,*
機械学習,,,-2000,名詞,一般,*,*,*,*,機械学習,*,*
欠陥構造,,,-2000,名詞,一般,*,*,*,*,欠陥構造,*,*
正火,,,-1000,名詞,一般,*,*,*,*,正火,*,*
歪場,,,-1000,名詞,一般,*,*,*,*,歪場,*,*
残留ひずみ,,,-2500,名詞,一般,*,*,*,*,残留ひずみ,*,*
残留応力,,,-2000,名詞,一般,*,*,*,*,残留応力,*,*
比熱,,,-1000,名詞,一般,*,*,*,*,比熱,*,*
気相,,,-1000,名詞,一般,*,*,*,*,気相,*,*
水素破壊,,,-2000,名詞,一般,*,*,*,*,水素破壊,*,*
水素脆化,,,-2000,名詞,一般,*,*,*,*,水素脆化,*,*
沸点,,,-1000,名詞,一般,*,*,*,*,沸点,*,*
活性化エネルギー,,,-4000,名詞,一般,*,*,*,*,活性化エネルギー,*,*
活量,,,-1000,名詞,一般,*,*,*,*,活量,*,*
活量係数,,,-2000,名詞,一般,*,*,*,*,活量係数,*,*
液相,,,-1000,名詞,一般,*,*,*,*,液相,*,*
深層学習,,,-2000,名詞,一般,*,*,*,*,深層学習,*,*
混合エンタルピー,,,-4000,名詞,一般,*,*,*,*,混合エンタルピー,*,*
混合エントロピー,,,-4000,名詞,一般,*,*,*,*,混合エントロピー,*,*
温度,,,-1000,名詞,一般,*,*,*,*,温度,*,*
温度制御,,,-2000,名詞,一般,*,*,*,*,温度制御,*,*
温度勾配,,,-2000,名詞,一般,*,*,*,*,温度勾配,*,*
準安定構造,,,-2500,名詞,一般,*,*,*,*,準安定構造,*,*
溶体化処理,,,-2500,名詞,一般,*,*,*,*,溶体化処理,*,*
溶解度,,,-1500,名詞,一般,*,*,*,*,溶解度,*,*
濃度勾配,,,-2000,名詞,一般,*,*,*,*,濃度勾配,*,*
炭化物,,,-1500,名詞,一般,*,*,*,*,炭化物,*,*
炭素鋼,,,-1500,名詞,一般,*,*,*,*,炭素鋼,*,*
点欠陥,,,-1500,名詞,一般,*,*,*,*,点欠陥,*,*
焼なまし,,,-2000,名詞,一般,*,*,*,*,焼なまし,*,*
焼入れ,,,-1500,名詞,一般,*,*,*,*,焼入れ,*,*
焼入応力,,,-2000,名詞,一般,*,*,*,*,焼入応力,*,*
焼入硬化,,,-2000,名詞,一般,*,*,*,*,焼入硬化,*,*
焼戻し,,,-1500,名詞,一般,*,*,*,*,焼戻し,*,*
焼損,,,-1000,名詞,一般,*,*,*,*,焼損,*,*
焼着,,,-1000,名詞,一般,*,*,*,*,焼着,*,*
焼結,,,-1000,名詞,一般,*,*,*,*,焼結,*,*
焼鈍,,,-1000,名詞,一般,*,*,*,*,焼鈍,*,*
熱クリープ,,,-2500,名詞,一般,*,*,*,*,熱クリープ,*,*
熱伝導率,,,-2000,名詞,一般,*,*,*,*,熱伝導率,*,*
熱処理,,,-1500,名詞,一般,*,*,*,*,熱処理,*,*
熱容量,,,-1500,名詞,一般,*,*,*,*,熱容量,*,*
熱疲労,,,-1500,名詞,一般,*,*,*,*,熱疲労,*,*
熱間加工,,,-2000,名詞,一般,*,*,*,*,熱間加工,*,*
特徴ベクトル,,,-3000,名詞,一般,*,*,*,*,特徴ベクトル,*,*
特徴量,,,-1500,名詞,一般,*,*,*,*,特徴量,*,*
状態密度,,,-2000,名詞,一般,*,*,*,*,状態密度,*,*
生成エネルギー,,,-3500,名詞,一般,*,*,*,*,生成エネルギー,*,*
生成エンタルピー,,,-4000,名詞,一般,*,*,*,*,生成エンタルピー,*,*
生成エントロピー,,,-4000,名詞,一般,*,*,*,*,生成エントロピー,*,*
界面,,,-1000,名詞,一般,*,*,*,*,界面,*,*
界面層,,,-1500,名詞,一般,*,*,*,*,界面層,*,*
異方性,,,-1500,名詞,一般,*,*,*,*,異方性,*,*
疲労,,,-1000,名詞,一般,*,*,*,*,疲労,*,*
疲労寿命,,,-2000,名詞,一般,*,*,*,*,疲労寿命,*,*
疲労強度,,,-2000,名詞,一般,*,*,*,*,疲労強度,*,*
皮膜,,,-1000,名詞,一般,*,*,*,*,皮膜,*,*
直径,,,-1000,名詞,一般,*,*,*,*,直径,*,*
直接バンドギャップ,,,-4500,名詞,一般,*,*,*,*,直接バンドギャップ,*,*
相互作用ポテンシャル,,,-5000,名詞,一般,*,*,*,*,相互作用ポテンシャル,*,*
相互拡散,,,-2000,名詞,一般,*,*,*,*,相互拡散,*,*
相図,,,-1000,名詞,一般,*,*,*,*,相図,*,*
相変態,,,-1500,名詞,一般,*,*,*,*,相変態,*,*
相安定性,,,-2000,名詞,一般,*,*,*,*,相安定性,*,*
相平衡,,,-1500,名詞,一般,*,*,*,*,相平衡,*,*
相転移,,,-1500,名詞,一般,*,*,*,*,相転移,*,*
真鍮,,,-1000,名詞,一般,*,*,*,*,真鍮,*,*
研削,,,-1000,名詞,一般,*,*,*,*,研削,*,*
研磨,,,-1000,名詞,一般,*,*,*,*,研磨,*,*
破壊,,,-1000,名詞,一般,*,*,*,*,破壊,*,*
