t,x,u,dudt,dudx,d2udx2,alpha_true
0.0,0.5510204081632653,0.8786527335540111,-0.6869847969163252,-4.383098866109639,-69.61741028444804,0.01
0.0,0.5714285714285714,0.7747041498049081,-0.2925030614323544,-5.449920683470318,-34.93112781689858,0.01
0.0,0.5918367346938775,0.6562069913715491,-0.18318374421668568,-5.897697556680651,-8.951005757714018,0.01
0.0,0.6122448979591836,0.5339818005526367,-0.04680766308952477,-5.979677486687624,0.9169726170305625,0.01
0.0,0.6326530612244897,0.4121385225271563,0.43213104334255004,-5.4478890205216945,51.198297067230676,0.01
0.0,0.6530612244897959,0.31161898338848587,0.32681305128696925,-4.655124790622893,26.49259746285196,0.01
0.0,0.673469387755102,0.22213342903234437,0.6792442565877164,-3.870072000894397,50.44257593054062,0.01
0.0,0.6938775510204082,0.1536568609030003,0.34414856051974285,-2.917663461479924,42.89346093207774,0.01
0.0,0.7142857142857142,0.1030451244821434,0.1687513008618501,-2.2207176436621547,25.407229214063662,0.01
0.0,0.7346938775510203,0.06301532442699398,0.29914402886922464,-1.5311518838009346,42.170215252335936,0.01
0.0,0.7551020408163265,0.0405491292249624,0.2006325643875306,-0.9941449663860767,10.45646265432014,0.01
0.0,0.7755102040816326,0.022437978860215344,0.28140967143488105,-0.6846771796314428,19.871380447633967,0.01
0.0,0.7959183673469387,0.012603121893066779,0.1490434769602417,-0.3743358368834572,10.542071141668613,0.01
0.0,0.8163265306122448,0.0071589651098701535,-0.05498971347715275,-0.21736692587985512,4.840882136684394,0.01
0.0,0.836734693877551,0.0037310024693992237,-0.09537251653263557,-0.08233366537294168,8.392377392993122,0.01
0.0,0.8571428571428571,0.0037984073395460035,-0.09707335089526013,-0.12154372179774034,-12.234962922623392,0.01
0.0,0.8775510204081632,-0.001229965767243238,0.26684204468585904,-0.06740281195443633,17.540772087267182,0.01
0.0,0.8979591836734693,0.001047272157732276,-0.017597524046754232,0.05348397716238114,-5.69386675381907,0.01
0.0,0.9183673469387754,0.0009530537087723181,0.04817260124690471,-0.03762648917763292,-3.234958947502309,0.01
0.0,0.9387755102040816,-0.000488502910742537,0.035910395834792184,-0.026117879771744103,4.3628026692794135,0.01
0.0,0.9591836734693877,-0.00011298220027846148,0.15622005533832864,0.008114280092478367,-1.0080510025856109,0.01
0.0,0.9795918367346939,-0.0001573078049270935,-0.05665940008600985,0.005128708611420876,0.7154649974419768,0.01
0.0,1.0,9.635284508565587e-05,0.2932520253590273,0.01242937185062472,0.0,0.01
0.010101010101010102,0.0,-0.001293699264128118,0.07420513393806255,0.053644021249176006,0.0,0.01
0.010101010101010102,0.02040816326530612,-0.00019892332026738322,0.0012826365240664985,0.02892962099408071,-2.4220112249993395,0.01
0.010101010101010102,0.04081632653061224,-0.00011289840722686456,-0.005335693483963735,0.014703543362731044,1.0278556171270719,0.01
0.010101010101010102,0.061224489795918366,0.0004012213067828634,-0.035731373450289185,0.03747619277119554,1.2038640249024497,0.01
0.010101010101010102,0.08163265306122448,0.0014167421140464228,-0.11015317356613966,-0.001645610375348079,-5.037800733263725,0.01
0.010101010101010102,0.1020408163265306,0.0003340535363604928,-0.060813040576081154,0.007616774427017831,5.9455144438955845,0.01
0.010101010101010102,0.12244897959183673,0.0017276308661695996,0.18149570683205174,0.061951676972262476,-0.6206939944616084,0.01
0.010101010101010102,0.14285714285714285,0.002862693412779369,-0.01745467747204359,0.04370087324711453,-1.1678847706028903,0.01
0.010101010101010102,0.16326530612244897,0.003511339978296723,-0.02270149016503025,0.12195162597549755,8.836458537984427,0.01
0.010101010101010102,0.18367346938775508,0.00784031079953437,-0.1062319061884358,0.22214492471174638,0.9824847381679619,0.01
0.010101010101010102,0.2040816326530612,0.012578479762449636,0.2628933313974525,0.4190222933187059,18.311497385314077,0.01
0.010101010101010102,0.22448979591836732,0.024943261547236653,0.12473719517024641,0.7026968238342486,9.488606605209105,0.01
0.010101010101010102,0.24489795918367346,0.041259982776092434,0.0409174391554257,0.9966049524853494,19.31439000259878,0.01
0.010101010101010102,0.26530612244897955,0.06562101470990397,0.39391211232457923,1.511082310681523,31.10439110062623,0.01
0.010101010101010102,0.2857142857142857,0.10293681178350153,0.47886484733798285,2.1899616135899573,35.425780584400336,0.01
0.010101010101010102,0.3061224489795918,0.15500720301969814,0.6704918828639315,3.004089345954029,44.35873718727869,0.01
0.010101010101010102,0.32653061224489793,0.22555270345509454,0.46072942791573124,3.886762691075765,42.14325063465147,0.01
0.010101010101010102,0.3469387755102041,0.31365057816564773,0.6366165675450507,4.649157166190911,32.57140792663276,0.01
0.010101010101010102,0.36734693877551017,0.4153142204424786,0.5655739456459401,5.3850150921044,39.542668812889175,0.01
0.010101010101010102,0.3877551020408163,0.5334471125372559,0.2711004468416601,5.840566950895564,5.101413348645001,0.01
0.010101010101010102,0.4081632653061224,0.6537047082341343,-0.05230489062457921,5.832451106879966,-5.896766062173597,0.01
0.010101010101010102,0.42857142857142855,0.7715063413894994,-0.5470183540691999,5.312611416319,-45.04752361280113,0.01
0.010101010101010102,0.44897959183673464,0.870545990532869,-0.6077185470880367,4.25381731783912,-58.71429803822713,0.01
0.010101010101010102,0.4693877551020408,0.945131538035994,-0.7102241555492941,2.8128497294380668,-82.50052562507608,0.01
0.010101010101010102,0.4897959183673469,0.9853561835711574,-0.8655147412568197,1.013925012896122,-93.79409659603455,0.01
0.010101010101010102,0.5102040816326531,0.9865162324399174,-1.0779326054767386,-0.9673338105985076,-100.36926810643943,0.01
0.010101010101010102,0.5306122448979591,0.9458731708936673,-0.9813848329558947,-2.812667111840563,-80.47339541528198,0.01
0.010101010101010102,0.5510204081632653,0.8717134931811189,-0.7753066556808406,-4.2660281379381635,-61.95598514228261,0.01
0.010101010101010102,0.5714285714285714,0.7717495734268035,-0.32684891745765815,-5.325242645175963,-41.84703656702175,0.01
0.010101010101010102,0.5918367346938775,0.6543566505208755,-0.12044413534266495,-5.8368941500200515,-8.294810907698938,0.01
0.010101010101010102,0.6122448979591836,0.5335089958749647,-0.03327930744114693,-5.827402615018925,9.224981337809469,0.01
0.010101010101010102,0.6326530612244897,0.41650348256091946,0.5089369239274202,-5.355427328580038,37.02859673320164,0.01
0.010101010101010102,0.6530612244897959,0.3149201253206775,0.40208459092321874,-4.593970510577372,37.594171431059536,0.01
0.010101010101010102,0.673469387755102,0.22899448212919,0.2065798845506311,-3.86578190012467,33.76831239330528,0.01
0.010101010101010102,0.6938775510204082,0.1571331089890583,0.3657125387738768,-3.0439975767858205,46.76655129390202,0.01
0.010101010101010102,0.7142857142857142,0.10474968307670754,0.4394630816712772,-2.2318551287675863,32.82340861188498,0.01
0.010101010101010102,0.7346938775510203,0.06603698128425887,0.35143655583557465,-1.523262076160741,36.6187105435859,0.01
0.010101010101010102,0.7551020408163265,0.042575720784432405,-0.03462379115701374,-0.9985337720137677,14.804663262817481,0.01
0.010101010101010102,0.7755102040816326,0.025280500793901012,0.26483395012802585,-0.6974441760149638,14.702117145065309,0.01
0.010101010101010102,0.7959183673469387,0.014108611559331847,0.06138746631204666,-0.45758618971522314,8.803965512309267,0.01
0.010101010101010102,0.8163265306122448,0.006603513458585782,0.15789673868271206,-0.27785371214829446,8.809817289249748,0.01
0.010101010101010102,0.836734693877551,0.002767643716544319,0.13251795719775733,-0.09274830291580664,9.330512815534059,0.01
0.010101010101010102,0.8571428571428571,0.002817868441614083,0.0967020078684304,-0.03190476472851689,-3.3678460731796624,0.01
0.010101010101010102,0.8775510204081632,0.0014654084215028132,-0.18323101966342614,-0.04773455177475557,1.8165269426482715,0.01
0.010101010101010102,0.8979591836734693,0.0008695193895832433,-0.22133431673168383,-0.0006311881331176811,2.7996026942322425,0.01
0.010101010101010102,0.9183673469387754,0.0014396456405592344,-0.16978550735783274,-0.024384630217048196,-5.127440018457433,0.01
0.010101010101010102,0.9387755102040816,-0.00012577163968403003,0.016348332389383616,0.0006211366448204084,7.578005170920557,0.01
0.010101010101010102,0.9591836734693877,0.001464998156674353,-0.05246578382557953,-0.01479440677681103,-9.088728426240438,0.01
0.010101010101010102,0.9795918367346939,-0.0007296249775130516,0.050346581641972005,0.039040660788260455,14.364565047617447,0.01
0.010101010101010102,1.0,0.0030584945153788613,-0.2754721824168842,0.18561785515170376,0.0,0.01
0.020202020202020204,0.0,-0.0005441524566729407,0.013998417386296026,0.017551067983662808,0.0,0.01
0.020202020202020204,0.02040816326530612,-0.00018596739578186303,0.2177346075976231,0.009245274813882284,-0.8139677306384913,0.01
0.020202020202020204,0.04081632653061224,-0.00016679430100427603,-0.225161186449885,0.005543510591299585,0.4511948368253865,0.01
0.020202020202020204,0.061224489795918366,4.0298342638528145e-05,0.050383640174308846,0.011536513356919683,0.13611943420538317,0.01
0.020202020202020204,0.08163265306122448,0.0003040837951965273,-0.1323934018369642,-0.007852689613549122,-2.0362613253113264,0.01
0.020202020202020204,0.1020408163265306,-0.00028021960077164007,0.17323406750617995,0.07979250745485308,10.625490638014744,0.01
0.020202020202020204,0.12244897959183673,0.0035609208341701223,-0.21504468994630793,0.07268177693235257,-11.322342229219792,0.01
0.020202020202020204,0.14285714285714285,0.0026863835393243834,0.017346397995260943,-0.006832776514789604,3.5299159913998577,0.01
0.020202020202020204,0.16326530612244897,0.003282031996831771,0.08817777244164728,0.09998150371740049,6.937883471354772,0.01
0.020202020202020204,0.18367346938775508,0.006767261242075423,0.11349907622198595,0.29282243105801736,11.960527408025687,0.01
0.020202020202020204,0.2040816326530612,0.0152339679583835,0.10212295838442752,0.4761813133519152,6.0086430567763,0.01
0.020202020202020204,0.22448979591836732,0.02620323321562298,0.09474933667003885,0.6477633959561713,10.806401038440795,0.01
0.020202020202020204,0.24489795918367346,0.041673290242308855,0.3480360163373342,1.063218947134654,29.908242977050524,0.01
0.020202020202020204,0.26530612244897955,0.06959992493540477,0.14215411290045396,1.6194632349287215,24.60369722676809,0.01
0.020202020202020204,0.2857142857142857,0.10777383044348116,0.36134389367872266,2.258408122460807,38.012901751376305,0.01
0.020202020202020204,0.3061224489795918,0.161779848301152,0.22354595627997234,2.9996012876121587,34.624028433456154,0.01
0.020202020202020204,0.32653061224489793,0.23020653606030395,0.437459525777651,3.878379405971598,51.4962271657689,0.01
0.020202020202020204,0.3469387755102041,0.32008104854489067,0.20628431057678995,4.6751035367403055,26.58273764956447,0.01
0.020202020202020204,0.36734693877551017,0.4210270885803164,0.3058281684644584,5.294559082435378,34.123905828552694,0.01
0.020202020202020204,0.3877551020408163,0.5361855008891918,-0.22697920150125703,5.687657541919527,4.399743200893845,0.01
0.020202020202020204,0.4081632653061224,0.6531763760056032,-0.21910229601655737,5.629987363220208,-10.051420713427069,0.01
0.020202020202020204,0.42857142857142855,0.7659809034696085,-0.25849914983196787,5.17516056194168,-34.52160581186874,0.01
0.020202020202020204,0.44897959183673464,0.8644074193501615,-0.4896687071435975,4.21342800333142,-59.728184931936745,0.01
0.020202020202020204,0.4693877551020408,0.9379575566668092,-0.8550124994671909,2.749051681386196,-83.78069461869518,0.01
0.020202020202020204,0.4897959183673469,0.9766136104271491,-0.9633936758977345,0.9229264571059967,-95.17957736076441,0.01
0.020202020202020204,0.5102040816326531,0.9756280243037887,-0.9872167117722455,-0.996008732281612,-92.87607119922127,0.01
0.020202020202020204,0.5306122448979591,0.9359601927830017,-0.7082932234411038,-2.7377748313355172,-77.81700650806145,0.01
0.020202020202020204,0.5510204081632653,0.8638821128207064,-0.48921260652264115,-4.104047027537084,-56.07766871969214,0.01
0.020202020202020204,0.5714285714285714,0.7684480692100595,-0.49939912516219703,-5.163180708324596,-47.717431997484,0.01
0.020202020202020204,0.5918367346938775,0.6531400430931719,0.12176665217814163,-5.764243084914955,-11.186680908371201,0.01
0.020202020202020204,0.6122448979591836,0.533172841254347,0.08542496545770405,-5.671646696310671,20.261126991591137,0.01
0.020202020202020204,0.6326530612244897,0.42164425957028734,0.3913857952994668,-5.247685757772694,21.287044985130755,0.01
0.020202020202020204,0.6530612244897959,0.3189815858350534,0.3536916958433891,-4.668796242544356,35.44412750724652,0.01
0.020202020202020204,0.673469387755102,0.23108114762970142,0.5002009550507417,-3.874783064545467,42.36916393664463,0.01
0.020202020202020204,0.6938775510204082,0.16082717503727928,0.3746524088980866,-2.9863648663872766,44.69581948285803,0.01
0.020202020202020204,0.7142857142857142,0.10918870410369014,0.4111157760354537,-2.235388074040196,28.89990616715585,0.01
0.020202020202020204,0.7346938775510203,0.06958684548461821,0.17172985078497957,-1.640586605295015,29.390637769871912,0.01
0.020202020202020204,0.7551020408163265,0.042225985520220145,0.36032042541131276,-1.0199657299918985,31.430208009833486,0.01
0.020202020202020204,0.7755102040816326,0.027955591199234606,0.07205109348745622,-0.673683814318075,2.505419726201217,0.01
0.020202020202020204,0.7959183673469387,0.014728686976625247,0.032322856106212355,-0.4840504491133059,16.078650063866178,0.01
0.020202020202020204,0.8163265306122448,0.00819843001093641,0.011450605422978148,-0.2602507118785984,5.853724185135162,0.01
0.020202020202020204,0.836734693877551,0.00410620894076409,0.1528682028989996,-0.10789245347085615,9.077385138823578,0.01
0.020202020202020204,0.8571428571428571,0.0037946563998810566,-0.1622732368074868,-0.11004466304264818,-9.288301676859195,0.01
0.020202020202020204,0.8775510204081632,-0.0003854099589358348,0.16992282619619895,-0.12644051089296568,7.68150858752808,0.01
0.020202020202020204,0.8979591836734693,-0.001366180779423664,0.19291271469840754,0.0026962366293776545,4.973892669661568,0.01
0.020202020202020204,0.9183673469387754,-0.0002753594842673591,0.0432795392944095,0.034435823353316984,-1.863413170715513,0.01
0.020202020202020204,0.9387755102040816,3.936303091580448e-05,-0.10082030252345117,0.029654805599771968,1.394873430868101,0.01
0.020202020202020204,0.9591836734693877,0.0009350407442947618,-0.011315431543751635,-0.0063806986284431965,-4.926352845233188,0.01
0.020202020202020204,0.9795918367346939,-0.00022107364779616267,0.06311870822893142,-0.016147791388375562,3.9691777547598153,0.01
0.020202020202020204,1.0,0.00027594721823861643,-0.18342262781456775,0.024354022435704177,0.0,0.01
0.030303030303030304,0.0,-0.0004027543012558091,0.12792326624787229,0.11839019243169338,0.0,0.01
0.030303030303030304,0.02040816326530612,0.0020133720749011988,-0.1705311055345967,-0.049940687751637285,-16.49642625796641,0.01
0.030303030303030304,0.04081632653061224,-0.0024411497196899835,0.1653088627970334,-0.03587162781143981,17.875194132105758,0.01
0.030303030303030304,0.061224489795918366,0.0005492240009648802,-0.09237247100620663,0.034494197427794034,-10.979343258660842,0.01
0.030303030303030304,0.08163265306122448,-0.0010332232940657373,0.126142459683833,0.0225496888675705,9.808781419758935,0.01
0.030303030303030304,0.1020408163265306,0.0014696194649473494,-0.04616066016792723,0.05933840080153063,-6.203487650230842,0.01
0.030303030303030304,0.12244897959183673,0.0013887522488538803,-0.03076517139138731,0.034103515285711004,3.730468869680518,0.01
0.030303030303030304,0.14285714285714285,0.0028615996806906556,-0.191755546401224,0.06820712579334075,-0.3883150399328031,0.01
0.030303030303030304,0.16326530612244897,0.0041727165669494205,0.18612501077641458,0.1237768634805799,5.834149333282242,0.01
0.030303030303030304,0.18367346938775508,0.007913716557449019,0.0722062097459271,0.2962735124276953,11.070522263535072,0.01
0.030303030303030304,0.2040816326530612,0.016265512992569637,0.16074559424091694,0.4715412262910798,6.105713695076609,0.01
0.030303030303030304,0.22448979591836732,0.02716029722239105,0.30918581912699694,0.7086206678738097,17.12807158003093,0.01
0.030303030303030304,0.24489795918367346,0.045188805558847585,0.11731404578872191,1.074950432161373,18.77224532015026,0.01
0.030303030303030304,0.26530612244897955,0.07103582506571239,0.31292220241834967,1.6227565985132064,34.912758982329436,0.01
0.030303030303030304,0.2857142857142857,0.11142376876346825,0.33416164046016245,2.2785505483476576,29.355048101446783,0.01
0.030303030303030304,0.3061224489795918,0.16403788826357596,0.5641331554469784,3.0184379844447218,43.15392063606551,0.01
0.030303030303030304,0.32653061224489793,0.2346253191489671,0.41309695043268524,3.874107584560204,40.70170017525179,0.01
0.030303030303030304,0.3469387755102041,0.3221647284497067,0.3099985484789007,4.642528099829465,34.60351032113578,0.01
0.030303030303030304,0.36734693877551017,0.4241162619991493,0.2766280075870471,5.187337304193842,18.78779170657314,0.01
0.030303030303030304,0.3877551020408163,0.5338927816821084,0.23356840342073956,5.557750507780286,17.51270224489836,0.01
0.030303030303030304,0.4081632653061224,0.6509632215003854,0.06058471189121938,5.622186971966649,-11.19792875463479,0.01
0.030303030303030304,0.42857142857142855,0.7633698009460532,-0.33613605094047944,5.108202207672867,-39.172578146155836,0.01
0.030303030303030304,0.44897959183673464,0.8594612707931555,-0.773113502314648,4.065806012765127,-62.98224895480266,0.01
0.030303030303030304,0.4693877551020408,0.9293210667732013,-0.7462170621106546,2.6318167143712836,-77.54870228779403,0.01
0.030303030303030304,0.4897959183673469,0.9668823611756568,-0.9148854420777317,0.8902092530507054,-93.12882892162264,0.01
0.030303030303030304,0.5102040816326531,0.9656561383262913,-0.9111114042568643,-0.9328778122292135,-85.53370347580943,0.01
0.030303030303030304,0.5306122448979591,0.9288057157785461,-0.9085421119985787,-2.6145313911474837,-79.26834725818108,0.01
0.030303030303030304,0.5510204081632653,0.8589405713406797,-0.5038349571893044,-4.052351013316547,-61.63797571438712,0.01
0.030303030303030304,0.5714285714285714,0.7634036336023605,-0.1992610586697093,-5.011978770565311,-32.405544495991805,0.01
0.030303030303030304,0.5918367346938775,0.6543700092767895,-0.30711275057470055,-5.619513890771646,-27.13289728422902,0.01
0.030303030303030304,0.6122448979591836,0.5340357196933138,0.2947941811266507,-5.604922766952363,28.562827418518715,0.01
0.030303030303030304,0.6326530612244897,0.4255976514419991,0.09486651366261671,-5.181296516414621,12.952545134179962,0.01
0.030303030303030304,0.6530612244897959,0.3225542292274109,0.15507359196223086,-4.641867238363484,39.911524114831266,0.01
0.030303030303030304,0.673469387755102,0.23613368252920386,0.3312873215878877,-3.869595817375365,35.77107514200451,0.01
0.030303030303030304,0.6938775510204082,0.16461154280392662,0.5595664613513799,-3.0084111985678277,48.625017501134195,0.01
0.030303030303030304,0.7142857142857142,0.11334138871010886,0.10423996084890993,-2.2856062828661674,22.20986423762851,0.01
0.030303030303030304,0.7346938775510203,0.07132149044204225,0.3568336552011849,-1.6531571718636155,39.77014864062157,0.01
0.030303030303030304,0.7551020408163265,0.04586558577690007,0.04456183033125733,-1.0446337052826997,19.865151084308174,0.01
0.030303030303030304,0.7755102040816326,0.028683380022340225,0.10157821815887204,-0.7548549299541857,8.533168897886194,0.01
0.030303030303030304,0.7959183673469387,0.015055180472647594,0.2682219993052501,-0.499047539593909,16.535955357420935,0.01
0.030303030303030304,0.8163265306122448,0.008314092691976593,-0.0748804762609017,-0.23041878262179746,9.789662825845998,0.01
0.030303030303030304,0.836734693877551,0.005650332202370147,0.01881148060231122,-0.15088471745718335,-1.9953244397138128,0.01
0.030303030303030304,0.8571428571428571,0.0021555327957650285,-0.07299202212507326,-0.10582407444889681,6.411267454525893,0.01
0.030303030303030304,0.8775510204081632,0.0013309822248641547,-0.2261439723787134,-0.038540957237466554,0.18247803219427372,0.01
0.030303030303030304,0.8979591836734693,0.0005824325003582305,-0.1352774688110058,-0.028644778816014686,0.7873474531080094,0.01
0.030303030303030304,0.9183673469387754,0.0001618075793125349,0.1455938364930572,-0.03825568090865816,-1.72921585818707,0.01
0.030303030303030304,0.9387755102040816,-0.00097902386326047,0.11293037532891981,0.016143928978206833,7.06037762709984,0.01
0.030303030303030304,0.9591836734693877,0.0008207434559740382,-0.11907910452959648,0.0341900666587626,-5.291856134405375,0.01
0.030303030303030304,0.9795918367346939,0.0004164890615869831,-0.1267855305132978,-0.058739976324082586,-3.8152880779134555,0.01
0.030303030303030304,1.0,-0.001576806598070149,0.049406567579667465,-0.09767148732319948,0.0,0.01
0.04040404040404041,0.0,0.0008893999032681534,0.014078838720794766,-0.02932964814750844,0.0,0.01
0.04040404040404041,0.02040816326530612,0.000290835655359818,-0.11270556136855274,-0.04068869668644084,-1.113186756815375,0.01
0.04040404040404041,0.04081632653061224,-0.0007713632267906561,-0.08284812024848896,-0.0165293394685554,3.480803764168148,0.01
0.04040404040404041,0.061224489795918366,-0.00038383126172407585,0.007400676480158038,0.024801501707860604,0.5696186711206208,0.01
0.04040404040404041,0.08163265306122448,0.00024094296536691955,-0.13732459921082438,0.033985945085124494,0.3304567798512405,0.01
0.04040404040404041,0.1020408163265306,0.0010033501703218218,0.02918335077492613,0.02050772442432964,-1.6513224046091368,0.01
0.04040404040404041,0.12244897959183673,0.00107799294187017,-0.11467960238941746,-0.001927542418488706,-0.5473337459870613,0.01
0.04040404040404041,0.14285714285714285,0.0009246749695671808,0.26824602657416974,0.1218819688550695,12.680665850795767,0.01
0.04040404040404041,0.16326530612244897,0.006052767180852598,-0.25755231046540566,0.18910073242608702,-6.093227020836051,0.01
0.04040404040404041,0.18367346938775508,0.008643072211448282,0.2818181633985529,0.28999274772951666,15.980644520572154,0.01
0.04040404040404041,0.2040816326530612,0.01788920586369001,-0.09411404177174387,0.5301876952793243,7.558460339309009,0.01
0.04040404040404041,0.22448979591836732,0.030283386304481928,-0.12498688283715888,0.6978724563881655,8.874646249357431,0.01
0.04040404040404041,0.24489795918367346,0.046373795920349827,0.3871679053129764,1.0758750926728693,28.169612106543543,0.01
0.04040404040404041,0.26530612244897955,0.07419665539317047,0.33925232218270623,1.6764209022450278,30.68387723152798,0.01
0.04040404040404041,0.2857142857142857,0.11479913886912646,0.35787421167320277,2.340718915511308,34.417328068567514,0.01
0.04040404040404041,0.3061224489795918,0.1697362029650606,0.12261562315567072,3.0379724803470127,33.913521285331534,0.01
0.04040404040404041,0.32653061224489793,0.2387980156179841,0.2753855237950399,3.811215686876185,41.86431295452735,0.01
0.04040404040404041,0.3469387755102041,0.3252960269191906,0.37879603558486635,4.6087554826605945,36.294587032344836,0.01
0.04040404040404041,0.36734693877551017,0.4269104842980084,0.21442053671464453,5.168422773346115,18.552807454836135,0.01
0.04040404040404041,0.3877551020408163,0.5362520584843381,0.14235387268841726,5.504285247734348,14.361715035210747,0.01
0.04040404040404041,0.4081632653061224,0.6515751882871654,-0.0628360074499884,5.481199505988367,-16.62411772631692,0.01
0.04040404040404041,0.42857142857142855,0.7599744873001898,-0.21024349451756771,4.901882952642121,-40.14890450161513,0.01
0.04040404040404041,0.44897959183673464,0.8516520434970479,-0.7164109987036797,3.964321318081599,-51.732135685316116,0.01
0.04040404040404041,0.4693877551020408,0.9217835206912754,-0.9191542591115807,2.5967317393794094,-82.29164302749848,0.01
0.04040404040404041,0.4897959183673469,0.9576410940839626,-0.8551391986982146,0.8494020673680576,-88.94666482961401,0.01
0.04040404040404041,0.5102040816326531,0.9564529928287472,-0.8903355685659646,-0.9313079982197262,-85.56292159798882,0.01
0.04040404040404041,0.5306122448979591,0.9196285227280554,-0.4844205188148651,-2.513740755257027,-69.51548859166668,0.01
0.04040404040404041,0.5510204081632653,0.8538513293488685,-0.7745704636059899,-3.876821863755362,-64.06646004117015,0.01
0.04040404040404041,0.5714285714285714,0.7613908956359998,-0.4623743578155079,-4.963294992160687,-42.40790654255172,0.01
0.04040404040404041,0.5918367346938775,0.6512678602810854,-0.16646697933277008,-5.497247695064466,-9.91945834201863,0.01
0.04040404040404041,0.6122448979591836,0.5370134386945931,-0.04470891645273522,-5.505443050045149,9.116313553911874,0.01
0.04040404040404041,0.6326530612244897,0.42655589905475283,0.24219122283686365,-5.215873833935109,19.26146962487221,0.01
0.04040404040404041,0.6530612244897959,0.3241206291462213,0.5976344974066824,-4.583359058624402,42.72497835557694,0.01
0.04040404040404041,0.673469387755102,0.2394800191108997,0.39761574889519574,-3.7694940466679494,37.03379281615538,0.01
0.04040404040404041,0.6938775510204082,0.17026372928222339,0.20302434139295644,-3.064599686831514,32.04585444781528,0.01
0.04040404040404041,0.7142857142857142,0.1143943176075726,0.3311668566440479,-2.3357775328730335,39.378716640115776,0.01
0.04040404040404041,0.7346938775510203,0.07492587079760978,0.12705371696343254,-1.6679260021432365,26.070733371404312,0.01
0.04040404040404041,0.7551020408163265,0.0463157052751956,0.4760565803441302,-1.1078029801063023,28.82132278821525,0.01
0.04040404040404041,0.7755102040816326,0.0297094226300056,0.013627880982182991,-0.6995046861171875,11.191910022718018,0.01
0.04040404040404041,0.7959183673469387,0.01776449359694305,-0.037656209143524064,-0.5427166104351662,4.173321394120084,0.01
0.04040404040404041,0.8163265306122448,0.007557724244896777,0.40797659758038973,-0.29214158775535304,20.383030828501603,0.01
0.04040404040404041,0.836734693877551,0.005840347157949048,-0.05659179081238545,-0.15041737274680156,-6.494057757663554,0.01
0.04040404040404041,0.8571428571428571,0.0014182396429865106,0.2821776591675708,-0.16644436331793827,4.923412681692157,0.01
0.04040404040404041,0.8775510204081632,-0.0009533003244157788,0.24984912188921896,-0.05395503242741956,6.100541745578679,0.01
