elX,elY,V_X_pure,V_Y_pure,r_X_pure,r_Y_pure,a_X3Y,V_X3Y_DFT,V_X3Y_Vegard,r_X3Y_DFT,r_X3Y_Vegard,Omega_X3Y,db_X3Y,a_Y3X,V_Y3X_DFT,V_Y3X_Vegard,r_Y3X_DFT,r_Y3X_Vegard,Omega_Y3X,db_Y3X,a_B2,V_B2_DFT,V_B2_Vegard,r_B2_DFT,r_B2_Vegard,Omega_B2,db_B2
Ag,Ni,17.061,10.941,1.5970013792725173,1.3771760758322233,3.997369602101982,15.968455977653164,15.531,1.5621573337724999,1.5477599458915543,0.028166633034135836,VASP,3.685410517738366,12.514042381579571,12.471,1.4402448713323694,1.4385917210170447,0.003451397769190225,VASP,3.0529580660896407,14.227628659599175,14.001000000000001,1.5031926287381399,1.4951685342742032,0.016186605213854247,VASP
Ag,Os,17.061,13.977,1.5970013792725173,1.4943137246635851,4.051572918705813,16.626888615274463,16.29,1.5833397904817672,1.5725730367392263,0.02068070075349689,VASP,3.907251011810346,14.912619800764848,14.748,1.5269393202419794,1.521299911059672,0.011162177974291313,VASP,3.146869,15.581382783338878,15.519,1.5494317910705522,1.5473612185097343,0.004019768241438089,OQMD
Ag,Pb,17.061,30.321,1.5970013792725173,1.9344238453824663,4.347979965410436,20.54956398230943,20.376,1.6991745738222899,1.6943772340708287,0.008518059595083831,VASP,4.764887580758324,27.045684948282567,27.006,1.8621005360547642,1.861189318152574,0.0014694863468327972,VASP,3.636279,24.040394930131672,23.691000000000003,1.7904038216405693,1.781687751899276,0.014748002622585354,OQMD
Ag,Pd,17.061,14.716,1.5970013792725173,1.5201988160139424,4.085422341152231,17.04711485413173,16.47475,1.596568020238363,1.578495717228923,0.03474194474160342,VASP,3.9769661942287593,15.72518294418787,15.302249999999999,1.554183757041855,1.5401235482894158,0.027638611589006223,VASP,3.214776760720342,16.61202075069239,15.8885,1.5828677057274732,1.5595456667800451,0.04553738557399318,VASP
Ag,Pt,17.061,15.095,1.5970013792725173,1.5331388987435077,4.083188392120755,17.019165553535984,16.5695,1.5956950011757873,1.5815160293092339,0.027138148618605435,VASP,3.992091050820594,15.905280140599379,15.586500000000001,1.5600944953520597,1.5496013932695123,0.020452323523522133,VASP,3.208888,16.52089921447184,16.078,1.5799682418253833,1.5657213430364612,0.027546909719606917,OQMD
Ag,Re,17.061,14.712,1.5970013792725173,1.520061066935985,4.070491274216379,16.860889917951777,16.47375,1.5907330142127443,1.578463778906015,0.023500412350058612,VASP,3.925456352142775,15.122042936815776,15.299249999999999,1.5340539002645956,1.540022894842627,-0.011582728773255115,VASP,3.159782,15.773982934058578,15.8865,1.5557897973040795,1.5594802269500447,-0.007082558520846104,OQMD
Ag,Rh,17.061,13.754,1.5970013792725173,1.4863239306523217,4.056933765316909,16.692975681742503,16.23425,1.5854347896142844,1.5707770238315601,0.028256659946871807,VASP,3.898069622640652,14.807740118068411,14.58075,1.5233512671337268,1.5155272563804385,0.015567794391126029,VASP,3.172163,15.960132407705466,15.407499999999999,1.5618858613617967,1.5436465111742634,0.03586775321794365,OQMD
Ag,Ru,17.061,13.571,1.5970013792725173,1.4797025210257315,4.05683131039745,16.691711006704786,16.1885,1.5853947506087016,1.5693000916077202,0.031084473960205364,VASP,3.883110245990369,14.63791332321355,14.4435,1.5175051977758627,1.5107569893935469,0.013460264008969377,VASP,3.14856472186772,15.6065849112305,15.315999999999999,1.5502667179043859,1.5405847083389488,0.018972637191858297,VASP
Ag,Sc,17.061,24.987,1.5970013792725173,1.8136013727062499,4.243368162897584,19.101705699110997,19.0425,1.6582926662777189,1.6565776014933922,0.003109134783300357,VASP,4.4384503305886565,21.859191823801726,23.005499999999998,1.734530059684272,1.764334889977328,-0.04982757063303434,VASP,3.4372979488986344,20.30586717583997,21.024,1.6924310218840208,1.7121517189363797,-0.0341577637062419,VASP
Ag,Si,17.061,20.024,1.5970013792725173,1.6845635878380372,4.07934148537613,16.971107903495536,17.80175,1.5941916441731487,1.6197874489056419,-0.04666069889221354,VASP,4.028073768451182,16.33925516232956,19.283250000000002,1.5741564090180191,1.663529630365468,-0.15267109214838998,VASP,3.2624335854703093,17.361811726856647,18.5425,1.6063326161921534,1.6419498668035561,-0.06367470800287735,VASP
Ag,Sn,17.061,27.053,1.5970013792725173,1.8622684018206264,4.263975598902907,19.381355197907073,19.559,1.666345976451748,1.671421608276666,-0.00908250943774876,VASP,4.631398540080249,24.83570381548117,24.555,1.8099335100775173,1.8030887750098712,0.011431635735335835,VASP,3.5645783071906365,22.646155430188138,22.057000000000002,1.7551003714872226,1.7397463925165972,0.026710587577101853,VASP
Ag,Sr,17.061,56.0,1.5970013792725173,2.3733755965792427,4.516998735018376,23.04039474591618,26.795749999999998,1.765226487147845,1.8563467526498831,-0.1401474209187583,VASP,5.003572546286938,31.317033115855406,46.26525,1.9553777424371044,2.2270096623892925,-0.32309815431981015,VASP,3.9275756069198993,30.293096378785073,36.5305,1.9338302634125892,2.058364749403444,-0.17074509303773366,VASP
Ag,Ta,17.061,18.014,1.5970013792725173,1.6261995992423404,4.17275195607036,18.1638420572718,17.29925,1.6306961124538402,1.6044008690076452,0.0499785861971935,VASP,4.146594403740633,17.824390177985,17.775750000000002,1.620473837239676,1.6189984816508716,0.0027363221233982424,VASP,3.291052759441186,17.822742730256948,17.5375,1.6204239107406888,1.611732728311789,0.01626473158984728,VASP
Ag,Tb,17.061,32.09,1.5970013792725173,1.9713347123038616,4.119276657574277,17.474424888914967,20.81825,1.609798162542628,1.7065481122970074,-0.1606198941354356,VASP,4.490139686736479,22.63182438964071,28.332750000000004,1.7547300698964476,1.8911822079167118,-0.20121328181554188,VASP,3.62345741,23.786989854574013,24.5755,1.7840908231782653,1.8035904113127361,-0.032085212729181016,MP
Ag,Ti,17.061,17.649,1.5970013792725173,1.6151412089743407,4.160154365957208,17.99982762097872,17.208,1.6257730205854346,1.6015749324482917,0.04601508722563472,VASP,4.082425514152617,17.009628065003838,17.502000000000002,1.5953968712725446,1.6106444857484863,-0.02813232401989283,VASP,3.279176624561704,17.630492031747643,17.355,1.6145764283900375,1.6061225127289356,0.015873928651549556,VASP
Ag,Tl,17.061,28.59,1.5970013792725173,1.8968886969006673,,,,,,,,4.810103,27.82294755199724,25.707749999999997,1.8797705555422892,1.8308741215416409,0.08227859505391336,MP,3.58982,23.130659887471083,22.825499999999998,1.7675286871556743,1.759721324067178,0.01336925313667104,OQMD
Ag,V,17.061,13.824,1.5970013792725173,1.48884117815856,4.1244874989835445,17.54082369998125,16.25175,1.611834540194155,1.5713412368698967,0.07931907025281881,VASP,3.859123803299148,14.368324987110126,14.63325,1.5081313842206936,1.5173440325269174,-0.01810431810362523,VASP,3.211498835171728,16.561257539853663,15.442499999999999,1.5812537452944888,1.5448144871458072,0.07244665953399156,VASP
Ag,W,17.061,15.85,1.5970013792725173,1.5582849840929494,4.128237910513133,17.588717028117404,16.75825,1.613300187221773,1.587498603356484,0.04955571304386819,VASP,3.99768795506972,15.972271494402133,16.152749999999997,1.5622817449410389,1.5681440481791173,-0.011173237101909263,VASP,3.207852469911684,16.50491015410198,16.4555,1.5794583752756648,1.5778806773416105,0.0030026528578275292,VASP
Ag,Y,17.061,33.018,1.5970013792725173,1.9901572114304584,4.3913195698007526,21.170208644555473,21.05025,1.7161115317672173,1.7128640047415593,0.00569868027959166,VASP,4.723515914012939,26.34730247517079,29.028750000000002,1.8459326409012335,1.9065428706493452,-0.09237213193228139,VASP,3.6408305220058415,24.13078189296607,25.0395,1.7926448659590992,1.814870665608838,-0.03629138389480343,VASP
Ag,Zn,17.061,15.207,1.5970013792725173,1.536921356892218,4.084502512033181,17.035603019251983,16.5975,1.5962085544027826,1.5824063705711717,0.026395723407259108,VASP,3.958491897261296,15.507053656102451,15.6705,1.5469640697557863,1.552380152239844,-0.010430193286592584,VASP,3.1837651590588814,16.135895839925254,16.134,1.5675984455497272,1.5675370496791146,0.00011750588355361316,VASP
Ag,Zr,17.061,23.279,1.5970013792725173,1.771299106960212,4.268656957369422,19.4452608544627,18.6155,1.6681754341172685,1.644101777063593,0.04457365391543059,VASP,4.408256358404185,21.416107417331027,21.7245,1.7227303664412723,1.7309601118976767,-0.014195612449951538,VASP,3.4427762971642726,20.403112168266183,20.17,1.6951284099752748,1.6886478690579052,0.011557370761833496,VASP
Al,As,16.602,21.39,1.582549367713697,1.722030047311866,4.125775,17.557255471581215,17.799,1.6123376908545386,1.6197040367902473,-0.013581916310960443,MP,,,,,,,,3.2851923327670987,17.727700504028064,18.996000000000002,1.6175383977440978,1.655228100038213,-0.0667666611903526,VASP
Al,Au,16.602,16.966,1.582549367713697,1.594031690087204,4.050970454516635,16.619472521048053,16.692999999999998,1.5831043496931636,1.5854355594988447,-0.004404689327978501,VASP,4.097059918001524,17.193209490403277,16.875,1.6011159424552388,1.591176626920583,0.01885685869056454,VASP,3.223942,16.754507434956206,16.784,1.5873804176047934,1.5883112810868532,-0.0017571833319704776,MP
Al,Ba,16.602,50.0,1.582549367713697,2.285390748670416,4.679839384508709,25.62316969199527,24.9515,1.8288640138613705,1.812742081031601,0.026919010560297763,VASP,5.569485970699441,43.190213573035486,41.6505,2.176534626644518,2.1503568497907772,0.03696746913087441,VASP,4.15907,35.97151208457382,33.301,2.047811738997652,1.995826977317874,0.08019314989261028,OQMD
Al,Ca,16.602,43.63,1.582549367713697,2.183897248992819,4.300646091462237,19.885711019645225,23.359,1.680676670029466,1.7733258537051793,-0.1486916811659222,VASP,5.031107395355981,31.836899951020197,36.873000000000005,1.966138260149779,2.064777637878,-0.13657961242588906,VASP,3.707842202972879,25.487881205014833,30.116,1.8256395755778998,1.930054442810227,-0.1536764110434708,VASP
Al,Cd,16.602,21.58,1.582549367713697,1.7271137578027125,4.191022142265811,18.403476657346424,17.8465,1.637836034001151,1.6211435858971692,0.031209293550355812,VASP,4.356045911630244,20.66414088168387,20.3355,1.7023267159295554,1.693253889718956,0.016160944244492187,VASP,3.464276299862894,20.787754174441012,19.091,1.7057144202888108,1.6579828073874159,0.08887717638892731,VASP
Al,Ce,16.602,34.367,1.582549367713697,2.016899869469424,4.33204516762501,20.324456317954716,21.04325,1.6929473134734858,1.7126741197864936,-0.03415792152092875,VASP,4.341884721348359,20.463262457073775,29.92575,1.6967925748678525,1.9259816487470278,-0.31619884356870676,VASP,3.657710779813822,24.467978547617236,25.484499999999997,1.8009562408810145,1.8255588426389626,-0.03988783191283963,VASP
Al,Co,16.602,11.073,1.582549367713697,1.3826923611463033,3.790967380271204,13.620409070522921,15.21975,1.481496104855779,1.537350770392534,-0.1050832588890802,VASP,3.572254518909176,11.39638707574465,12.45525,1.39602392330234,1.4379858523425886,-0.08501338184744177,VASP,2.8507704038754547,11.583951445753309,13.8375,1.4036409818164237,1.4893256693018235,-0.16285807076760192,VASP
Al,Cr,16.602,12.008,1.582549367713697,1.4205636251907152,3.899010891980973,14.818469611659951,15.453499999999998,1.5237191117288986,1.5451812007855863,-0.041092981417804826,VASP,3.66606822282177,12.318040750122467,13.156500000000001,1.4326859736412323,1.464481602538984,-0.06372965833447604,VASP,3.0404258867895013,14.053136640160188,14.305,1.4970221281488136,1.5059125441334795,-0.01760666618943107,VASP
Al,Cu,16.602,11.81,1.582549367713697,1.412712418206345,3.934230113833396,15.223667274943653,15.404,1.5374826540537296,1.5435296163299406,-0.011706876464317537,VASP,3.6891829201769295,12.552510017066236,13.008,1.4417191123263082,1.45895077703112,-0.03501614259945902,VASP,3.0008248399506754,13.511138401238961,14.206,1.4775236612816671,1.502430531010727,-0.04891324783619869,VASP
Al,Dy,16.602,31.54,1.582549367713697,1.960007319637871,4.383936251025098,21.06360487389851,20.3365,1.7132261579536714,1.693281644566967,0.03575368789607395,VASP,4.148235941360873,17.845567309491056,27.805500000000002,1.621115344102282,1.87937754359293,-0.358200093165343,VASP,3.5835634,23.009929149554743,24.070999999999998,1.7644481093038438,1.7911632683671341,-0.04408087950003135,MP
Al,Er,16.602,30.66,1.582549367713697,1.9416063353551711,4.263725872299606,19.377950096426435,20.1165,1.6662483842139475,1.6871535267095905,-0.03671363823595374,VASP,4.135423863504146,17.68072613611283,27.145500000000002,1.6161084312128096,1.8643884854611974,-0.3486682457087609,VASP,3.565571,22.66508075730983,23.631,1.7555891461383426,1.7801823751934314,-0.0408750896149198,OQMD
Al,Fe,16.602,11.776,1.582549367713697,1.4113554216028104,3.794358879410456,13.656997312525254,15.395499999999998,1.482821490241729,1.5432456551141265,-0.11292278181772235,VASP,3.6487962192026,12.144757189187853,12.982500000000002,1.4259361381723168,1.4579968107139059,-0.06452862012802991,VASP,2.8699323497031406,11.819115676606646,14.189,1.4130757971977403,1.501830983541437,-0.16702264595062047,VASP
Al,Ga,16.602,19.58,1.582549367713697,1.672019581917477,4.074592017389704,16.91189987277043,17.3465,1.5923355695578287,1.6058602584167774,-0.025054052819275866,VASP,4.18916130492805,18.378973799402136,18.8355,1.637108825615764,1.650553153492115,-0.024237540845630002,VASP,3.314784422053444,18.211087116746604,18.091,1.6321087290494245,1.6285133437315165,0.006637947971179223,VASP
Al,Ge,16.602,22.634,1.582549367713697,1.7547862958334142,4.107539973032171,17.325485134586692,18.11,1.6052115094040282,1.6290832574583414,-0.043319429343639256,VASP,4.212130623810179,18.682952128177334,21.126,1.6460851509284415,1.7149161438358462,-0.11564176236971822,VASP,3.314254058428524,18.202347224486108,19.618000000000002,1.6318475925797211,1.6731005435325568,-0.0721609121986897,VASP
Al,Hf,16.602,22.312,1.582549367713697,1.7464250978479678,4.085957195435621,17.053811040250167,18.0295,1.5967770393245284,1.6266658822774347,-0.054116251684729555,VASP,4.326347633234908,20.244369164333282,20.884500000000003,1.690720737995642,1.7083564470489578,-0.03065100125292541,VASP,3.3503146472436427,18.802984690542758,19.457,1.6496028352399235,1.668511060278547,-0.03361336842561768,VASP
Al,In,16.602,26.16,1.582549367713697,1.841548000906085,4.2705452380320335,19.47107765497987,18.9915,1.6689133672530407,1.6550973862968466,0.02525222625805599,VASP,4.663857603738017,25.36155365861888,23.770500000000002,1.8226183927347797,1.7836784661271123,0.06693395841984304,VASP,3.5754288911526104,22.85359041943956,21.381,1.7604429007575428,1.7217884944896047,0.06887378604553383,VASP
Al,Ir,16.602,14.155,1.582549367713697,1.500630450421227,3.873354360449106,14.527861858351256,15.99025,1.5136926335992316,1.562867697064312,-0.09145498923711282,VASP,3.858665536078437,14.363206920820117,14.766749999999998,1.5079522950768516,1.5219443440590672,-0.027327819539159352,VASP,2.99455485,13.426623817739934,15.378499999999999,1.4744364905862015,1.542677418973197,-0.12692240350229642,MP
Al,La,16.602,37.168,1.582549367713697,2.070269390695367,4.443230208975512,21.92989004022353,21.743499999999997,1.736398018572197,1.7314645908482944,0.008572218834296794,VASP,4.973235571368961,30.750848424995976,32.0265,1.9435221642519724,1.970033554995366,-0.039831126567187264,VASP,3.802015149080944,27.479671279891996,26.884999999999998,1.8720077455139887,1.8584054789047189,0.022119073085065933,VASP
Al,Mg,16.602,23.24,1.582549367713697,1.770309384051908,4.1421662449584735,17.7673470021855,18.261499999999998,1.6187433290792541,1.6336133710575877,-0.02705982519587653,VASP,4.375452770015608,20.941558992241703,21.5805,1.7099108447867515,1.7271270965455234,-0.029607331051564975,VASP,3.402103614978337,19.688499256878302,19.921,1.6751022993214797,1.6816702530971315,-0.011671138151784421,VASP
Al,Mn,16.602,12.21,1.582549367713697,1.428485001664581,3.8547927757275935,14.32000329408391,15.504,1.5064388345800208,1.546862520132244,-0.07636717659417497,VASP,3.637063174563337,12.027975718034456,13.308,1.4213509074943564,1.470081439022532,-0.09618457183390017,VASP,2.911647784197188,12.342027756093737,14.406,1.4336153304237493,1.5094483848742926,-0.14327170928129,VASP
Al,Mo,16.602,15.583,1.582549367713697,1.5494853952179959,3.940918198789551,15.301438804568681,16.34725,1.5400963330484507,1.574413113352592,-0.06397474776683038,VASP,3.9558676034219937,15.476232757528216,15.83775,1.5459385053784307,1.5578834297093216,-0.022826300609100666,VASP,3.1232236194801866,15.23278265221292,16.0925,1.537789455692321,1.5661918853505392,-0.05342347974442011,VASP
Al,Nb,16.602,17.978,1.582549367713697,1.6251155863008009,3.998656029981856,15.983877777941613,16.945999999999998,1.5626600650550557,1.5934050806079272,-0.05677577139492417,VASP,4.1349639813895545,17.674828207044175,17.634,1.6159287109743803,1.6146835062721596,0.0023153117298500055,VASP,3.237584861850108,16.96811060944942,17.29,1.5940977877500841,1.6041148574954072,-0.018617084473717807,VASP
Al,Ni,16.602,10.941,1.582549367713697,1.3771760758322233,3.844704772286192,14.207870792163273,15.18675,1.5024964799499108,1.5362388536094964,-0.06445613497533881,VASP,3.5635919001406022,11.313680188465375,12.35625,1.392638603758236,1.4341657910265635,-0.08437590786319674,VASP,2.8941167973920114,12.120433859802537,13.7715,1.4249835544315557,1.486954041770486,-0.11989007299113842,VASP
Al,Os,16.602,13.977,1.582549367713697,1.4943137246635851,3.869010505959911,14.479038926624309,15.94575,1.5119950712463364,1.5614165580223314,-0.09198131623634456,VASP,3.859164327774387,14.368777635152204,14.63325,1.5081472210365234,1.5173440325269174,-0.018073385259446535,VASP,2.99791198,13.471831344672138,15.2895,1.4760894491137908,1.5396956802401893,-0.11888345958519654,MP
Al,Pb,16.602,30.321,1.582549367713697,1.9344238453824663,4.420297148320125,21.59207619904249,20.03175,1.7274358628411322,1.6847808884751163,0.07789265536173788,VASP,4.879943301648575,29.05255533385064,26.891250000000003,1.907063888476986,1.8585494766023696,0.0803720665216618,VASP,3.686804,25.056485437069924,23.4615,1.8152809427548704,1.7759158715638073,0.06798309729002505,OQMD
Al,Pd,16.602,14.716,1.582549367713697,1.5201988160139424,3.958704336593992,15.50955042887416,16.130499999999998,1.5470470902654179,1.567423691213604,-0.038495370331101814,VASP,3.8969185259278656,14.794625851493294,15.1875,1.5229014227733715,1.5362641423244152,-0.0258682566917996,VASP,3.078064583732037,14.581533102811438,15.658999999999999,1.5155543878702178,1.5520003145278571,-0.06880815487505978,VASP
Al,Pt,16.602,15.095,1.582549367713697,1.5331388987435077,3.934765630878757,15.229884737700868,16.22525,1.537691932144835,1.5704866992306314,-0.061346682627332796,VASP,3.912976007345799,14.97826685205416,15.47175,1.529176627434394,1.545789228380654,-0.031895755033906306,VASP,3.091546,14.77396762393522,15.848500000000001,1.5221922666488505,1.558235825287147,-0.06780025718931007,MP
Al,Re,16.602,14.712,1.582549367713697,1.520061066935985,3.90020590083896,14.832098937828448,16.1295,1.524186116794041,1.5673913000688202,-0.08043653319517358,VASP,3.895376218054154,14.777066717365875,15.1845,1.5222986945306325,1.5361629824688352,-0.026832182991479808,VASP,3.062743,14.364869077904146,15.657,1.508010461216783,1.5519342368134812,-0.08252736297476235,MP
