entry_id,formula,element_A,element_B,lattice_constant,delta_e,stability,volume,natoms
30025,ErPd,Er,Pd,3.4638649494788827,-0.931355924999999,0.024414628750001,41.5607,2
17638,MgPd,Mg,Pd,3.160043528749321,-0.744475069583335,0.002445649999999966,31.5558,2
10711,CsAu,Cs,Au,4.261999766432697,-0.32039294,0.007440914999999992,77.4177,2
10712,RbAu,Rb,Au,4.104943471997473,-0.27690996,0.01320482406250012,69.1706,2
17640,PrMg,Pr,Mg,3.9156721986031764,-0.119384248333335,9.375000000005906e-06,60.037,2
18152,TbZn,Tb,Zn,3.57931033394615,-0.0123909223333349,0.11828321743114713,45.8562,2
18153,TbZn,Tb,Zn,3.572365575097636,-0.0120051123333353,0.11866902743114673,45.5898,2
17386,HfRh,Hf,Rh,3.2588837810999105,-0.862259727500001,0.05157265499999997,34.6104,2
10715,DyAu,Dy,Au,3.5808239627325915,-0.864565018333335,0.022499612499999988,45.9144,2
29007,LuCd,Lu,Cd,3.652742044122293,-0.3049486225,0.0012793550000000375,48.7368,2
10972,CaCd,Ca,Cd,3.8218820619001272,-0.37364138,0.0,55.8254,2
22248,FePd,Fe,Pd,3.019367292858838,-0.0657903050000002,0.013730704999999552,27.5263,2
18156,TiTc,Ti,Tc,3.0980077383009155,-0.526867634393131,0.00012348500000103346,29.7336,2
17389,HfRu,Hf,Ru,3.2372820522820227,-0.8124774125,0.000525254999999003,33.9267,2
18157,VTc,V,Tc,3.014610213198553,-0.365395792499999,5.125500000102701e-05,27.3964,2
8156,TbSb,Tb,Sb,3.91765825705921,-0.822246604833335,4.354166666653558e-05,60.1284,2
17646,MgRh,Mg,Rh,3.1112976598267754,-0.476044259583335,0.0004300850000006906,30.1179,2
20463,CeMg,Ce,Mg,3.9400003435628888,-0.122780003333335,6.427500000022457e-05,61.163,2
20464,PmMg,Pm,Mg,3.8575004175680854,-0.111143110833335,0.00010101499999999597,57.4008,2
20721,YCu,Y,Cu,3.4648592443796318,-0.2439484175,0.01608169875000029,41.5965,2
10720,ErAu,Er,Au,3.551943655600561,-0.88506276,0.01344919500000008,44.8124,2
17392,HfTc,Hf,Tc,3.258582444148092,-0.482266285,0.0004249700000009682,34.6008,2
17904,TiOs,Ti,Os,3.085145724496414,-0.735973226893133,0.0002991049999999662,29.3648,2
20465,EuMg,Eu,Mg,4.057921801156836,-0.099095619583335,0.000153864999999892,66.8207,2
20466,GdMg,Gd,Mg,3.8082323831892406,-0.0927260883333352,0.0,55.2294,2
17650,SmMg,Sm,Mg,3.8418346087405317,-0.104368048333335,4.425499999999305e-05,56.7043,2
17906,ZrOs,Zr,Os,3.2827010271696055,-0.527704249999999,0.0007385349999999846,35.3748,2
18674,ZnRh,Zn,Rh,3.0186577957369085,-0.389183295,0.0006179550000010026,27.5069,2
20467,ErMg,Er,Mg,3.762990208495338,-0.0665710545833349,0.0,53.2843,2
22473,GeC,Ge,C,2.887384758304946,0.43360699875,0.43360699875,24.0721,2
8119,HoSb,Ho,Sb,3.885415613886427,-1.11663587416666,5.6720000004784055e-05,58.656,2
20684,ZnO,Zn,O,2.660391146053017,-0.932217242939378,0.717588334999999,18.8294,2
22262,ScC,Sc,C,2.8760009117383785,0.389169148750001,0.8410965344476705,23.7885,2
29784,ScCu,Sc,Cu,3.2347610043636448,-0.2764692475,0.0023663099999999826,33.8475,2
30040,ErRh,Er,Rh,3.3863640704144626,-0.935677225,0.0002876350000000638,38.833,2
17397,HoHg,Ho,Hg,3.6849571859399384,-0.451316224149799,0.0018053199999999991,50.0377,2
22264,YC,Y,C,3.102076305873063,0.56832462375,0.8894485483333343,29.8509,2
14014,SnP,Sn,P,3.5190498683878073,-0.169100282905569,0.024972844649469916,43.5789,2
8123,HoTe,Ho,Te,3.85457038608371,-1.24384526333333,0.04286808125000019,57.2701,2
4543,HgSe,Hg,Se,3.917977489922608,-0.182984242483134,0.0,60.1431,2
11469,CuO,Cu,O,2.63453433795639,-0.673435953782877,0.15888038999999898,18.2857,2
29003,LaCd,La,Cd,3.912815610098145,-0.33306865,0.0,59.9057,2
20469,CuN,Cu,N,2.782901754191781,0.893523122328247,0.893523122328247,21.5523,2
4523,HgS,Hg,S,3.7731673925812377,-0.248713479489813,0.0002717399999997705,53.7178,2
22475,SnC,Sn,C,3.2008461304167337,0.765138412824399,0.765138412824399,32.794,2
17907,ScP,Sc,P,3.3463493312083896,-1.61907393197997,0.0,37.4726,2
29018,CdPd,Cd,Pd,3.256345786875063,-0.418948665,0.0021893499999999233,34.5296,2
10182,AgCl,Ag,Cl,3.520699112172209,-0.617803421559561,0.025170781250000274,43.6402,2
10445,DyAl,Dy,Al,3.5980390555109283,-0.395507823333335,0.02122244624999997,46.5798,2
14034,PbS,Pb,S,3.648752936081697,-0.429746182006678,0.25504796000000096,48.5773,2
30534,HgPd,Hg,Pd,3.3006120688996066,-0.142740452483134,8.392000000018163e-05,35.957,2
29013,NdCd,Nd,Cd,3.835632059605795,-0.3266697025,0.0009254925000002356,56.4301,2
8162,GdAs,Gd,As,3.7020174048125916,-1.54240514625,5.2750000000045816e-05,50.7359,2
22476,SnC,Sn,C,3.0149659566372056,1.2495949928244,1.2495949928244,27.4061,2
17353,ZnTe,Zn,Te,3.8660453652285867,-0.469457256666665,0.003525983750000017,57.7831,2
22221,NiC,Ni,C,2.569293612984123,1.10668469625,1.1072564512500003,16.9606,2
17383,HfPt,Hf,Pt,3.3188181064257525,-0.982982147500001,0.16891751250000053,36.5553,2
8155,TbAs,Tb,As,3.6822278963762205,-1.21159822983334,0.0,49.9266,2
18147,TbTe,Tb,Te,3.8894432890637267,-0.980509079,0.04067333332450196,58.8386,2
30535,HgPt,Hg,Pt,3.2957920040690962,0.0785405325168655,0.10612865749999982,35.7997,2
30537,ZrHg,Zr,Hg,3.491989845084179,-0.140153782483134,0.0011077899999998586,42.5813,2
17898,TiO,Ti,O,2.678377833203882,-2.52230953983251,0.2590501999999999,19.2139,2
14052,PrTe,Pr,Te,3.898245978726409,-1.34831096041667,0.09434697499999989,59.239,2
8163,GdSb,Gd,Sb,3.9363874743854588,-1.16520539625,0.0,60.9949,2
21451,TcB,Tc,B,2.771288222500582,-0.00762040250000062,0.3772445017003395,21.2836,2
30533,NiHg,Ni,Hg,3.149785825700256,0.234144577516866,0.23471633251686616,31.2495,2
13784,NbS,Nb,S,3.1570197024872138,-1.03672875200668,0.08045890833133007,31.4653,2
14051,PrSb,Pr,Sb,4.058124219438876,-1.19752609125,0.0,66.8307,2
20468,NiN,Ni,N,2.711364989115031,0.347587327328247,0.361373164121094,19.9326,2
4578,MnSe,Mn,Se,3.382968459981862,-0.34926936689655,0.032128458672934124,38.7163,2
10729,GdAu,Gd,Au,3.617020736876898,-0.83999823875,0.02527999000000003,47.3209,2
17657,TbMg,Tb,Mg,3.794618420959792,0.24304753308333,0.24304753308333,54.6392,2
18169,TmTl,Tm,Tl,3.7357838043409135,-0.2877149225,0.0017900499999999875,52.1369,2
10986,CaHg,Ca,Hg,3.781246474508927,-0.533782367483134,0.0,54.0636,2
17402,LaHg,La,Hg,3.8810631408419596,-0.466644557483134,0.0036502749999999806,58.4591,2
8165,DySb,Dy,Sb,3.9012947706243053,-1.13506425583333,8.011000000451851e-05,59.3781,2
4579,MnSe,Mn,Se,3.710699490072012,-0.358396726896551,0.02300109867293315,51.0937,2
17404,LiHg,Li,Hg,3.3071409489945003,-0.347599342483135,0.0009405949999993779,36.1708,2
17660,MgTl,Mg,Tl,3.644586959719821,-0.0342187620833352,0.0029861399999999982,48.4111,2
18172,YTl,Y,Tl,3.7734694027382756,-0.37295919,0.0021475850000000074,53.7307,2
3311,SnP,Sn,P,3.569374987026882,-0.17399145290557,0.020081674649468917,45.4754,2
8164,DyAs,Dy,As,3.662556367484659,-1.53561301083333,9.944000001005371e-05,49.1307,2
17661,TmMg,Tm,Mg,3.748449729568443,-0.0567626895833349,0.00012495999999991014,52.669,2
5624,SrS,Sr,S,3.8083541962455443,-2.29507668200668,0.00010820500000008337,55.2347,2
5625,SrSe,Sr,Se,3.9584341494790407,-2.0724931,0.00010392250000013092,62.0255,2
5626,CaS,Ca,S,3.5905513542426455,-2.31351990700668,0.00015220999999998597,46.2896,2
14036,TePb,Te,Pb,3.970582093753108,-0.180984431666666,0.22865984999999922,62.5983,2
29020,PrCd,Pr,Cd,3.856158132579385,-0.32598958375,9.601500000000485e-05,57.3409,2
29022,CdPt,Cd,Pt,3.2624077962618925,-0.32378412,0.0010826200000000341,34.7228,2
5627,MgS,Mg,S,3.2821255803951948,-1.57958912659001,5.281500000009487e-05,35.3562,2
6912,CrN,Cr,N,2.5971171202264522,-0.437865702671752,0.18039951500000156,17.5176,2
14035,PbSe,Pb,Se,3.756529070178445,-0.330548885,0.23983249265624995,53.0103,2
5578,VO,V,O,2.785954320132431,-2.25997276058168,0.0028714649999996844,21.6233,2
22263,YC,Y,C,3.2039794242557114,0.0361603587500001,0.3572842833333344,32.8904,2
29023,CdPt,Cd,Pt,3.262360817694852,-0.323779525,0.0010872150000000302,34.7213,2
17406,LuHg,Lu,Hg,3.622584359699078,-0.434265634983134,0.002723030000000015,47.5396,2
18174,YbTl,Yb,Tl,3.8259989986067686,-0.4970915625,0.0010990700000000353,56.006,2
10991,CaIn,Ca,In,3.835656982285067,-0.48672452,0.0016267600000002824,56.4312,2
17407,MgHg,Mg,Hg,3.465397813908116,-0.190403187066469,0.0021959099999999954,41.6159,2
17663,YMg,Y,Mg,3.7912425292726892,-0.109400507083335,0.0003304375000000026,54.4935,2
20737,BeO,Be,O,2.3928549067010683,-2.96037920793938,0.0058306199999997865,13.7009,2
10480,AlIr,Al,Ir,3.019553754803437,-0.946320085,4.67000000003992e-06,27.5314,2
10736,HoAu,Ho,Au,3.5650711509646635,-0.875037941666665,0.01823717250000001,45.3111,2
18176,TmZn,Tm,Zn,3.5133098650555685,-0.353205805,5.772000000003885e-05,43.366,2
8159,TbSe,Tb,Se,3.638589498986713,-1.44513221233333,0.004822511250005546,48.1725,2
17655,SrMg,Sr,Mg,4.176755569430974,-0.056270089583335,0.022970129374999995,72.8647,2
8166,DyTe,Dy,Te,3.871272586356818,-1.27779941,0.0399578587499998,58.0178,2
8167,ErAs,Er,As,3.6298369042371585,-1.5182393075,0.00011083500000008684,47.8257,2
29029,ScCd,Sc,Cd,3.514376242911235,-0.2991201275,0.003328724999999977,43.4055,2
30309,GaNi,Ga,Ni,2.9090088459331906,-0.3757070325,0.036580511250001,24.617,2
5613,HBr,H,Br,3.0519686296343793,0.720480125199994,1.118479295,28.4276,2
9972,ZrPd,Zr,Pd,3.3520667428036712,-0.585041659999999,0.06512298125000004,37.665,2
10997,CaPb,Ca,Pb,3.8913813621180964,-0.530219405,0.00033205000000002816,58.9266,2
17413,MnHg,Mn,Hg,3.3138869948125316,0.364270040620315,0.364270040620315,36.3926,2
1797,NbN,Nb,N,2.793603596269754,-0.972483847671754,0.20613739999999592,21.8019,2
22474,GeC,Ge,C,2.7560615603984,1.27094250375,1.27094250375,20.9347,2
13762,TaN,Ta,N,2.7762921774705145,-0.950522922671754,0.33123830499999607,21.3991,2
14025,TmP,Tm,P,3.515212694034244,-1.73042808447997,0.0,43.4365,2
8154,TbP,Tb,P,3.5868320374147276,-1.4093106868133,4.7574999999966394e-05,46.1459,2
17399,InHg,In,Hg,3.699873382567497,0.0394400825168655,0.0394400825168655,50.6478,2
6117,HgTe,Hg,Te,3.85652124674785,0.0138199108502006,0.15228946166666685,57.3571,2
31334,FePt,Fe,Pt,3.031617459970218,-0.24032022,0.000730059999999616,27.8627,2
17414,MnHg,Mn,Hg,3.3156677659287164,0.364252385620315,0.364252385620315,36.4513,2
29034,SmCd,Sm,Cd,3.793430477265963,-0.32479649375,0.0002657499999999535,54.5879,2
3084,WC,W,C,2.7638682369927112,-0.125658648750001,0.0,21.1131,2
4110,CsCl,Cs,Cl,4.157508061315208,-2.10516701780956,0.048765620000000176,71.862,2
8158,TbS,Tb,S,3.494320038984946,-1.82561812934001,0.0,42.6666,2
7652,ZnS,Zn,S,3.417533417486468,-0.956002437006679,0.024253687499999343,39.9152,2
8168,ErSb,Er,Sb,3.8712659137851952,-1.0963251475,8.09999999997757e-05,58.0175,2
8170,TmAs,Tm,As,3.6149251763797015,-1.5026408575,2.3855000000017057e-05,47.2387,2
22530,MgAg,Mg,Ag,3.2953009335668884,-0.254072658333335,0.004450280000000195,35.7837,2
22284,ZrC,Zr,C,2.932403142845068,0.41684113625,1.228850269999999,25.2157,2
30061,ErTl,Er,Tl,3.743361291318242,-0.3075038175,0.00247103999999998,52.4548,2
22285,ZrN,Zr,N,2.8436856202468186,-0.898906637671752,0.8865630099999997,22.9956,2
21518,AuC,Au,C,2.9858257280700014,2.24080755125,2.24080755125,26.6191,2
29039,TmCd,Tm,Cd,3.676981515815458,-0.31589482,0.0013965649999999608,49.7135,2
22287,TbAl,Tb,Al,3.6139989907862295,-0.0655237223333351,0.1616636450833332,47.2024,2
11005,CaTl,Ca,Tl,3.8665470963157316,-0.4522648175,0.0014997037499996368,57.8056,2
4111,CsBr,Cs,Br,4.335423974759335,-1.92282628870792,0.04143123500000012,81.4882,2
14032,ZrP,Zr,P,3.3395994356298506,-1.45754382447997,0.04861035749999987,37.2463,2
8173,BaSe,Ba,Se,4.19727714672467,-2.05210906,0.0004292418750000415,73.944,2
5615,HCl,H,Cl,2.835396728402588,0.580881386098351,1.2590247500000002,22.7951,2
20234,MgS,Mg,S,3.5778865629970045,-1.56869049159001,0.010951450000000085,45.8015,2
17419,NdHg,Nd,Hg,3.812521024698173,-0.444433914983134,0.0027753699999999992,55.4162,2
31087,TlSn,Tl,Sn,3.8576012192890787,0.0232259390743987,0.0379710424999995,57.4053,2
17935,YbPb,Yb,Pb,3.8573928899253427,-0.563820975,0.00042925000000004765,57.396,2
29043,YCd,Y,Cd,3.7325135494510713,-0.3602756425,0.0013753100000000185,52.0001,2
30067,ErZn,Er,Zn,3.5321420175834657,-0.351745515,5.7254999999978295e-05,44.0671,2
29044,YbCd,Yb,Cd,3.7804046672579465,-0.419280825,0.0,54.0275,2
10497,MnAl,Mn,Al,2.975632236225226,-0.26763608189655,0.0007456450000006831,26.3474,2
20242,MoN,Mo,N,2.6962453527290364,0.277668577328248,0.7492780762820738,19.601,2
2577,MgO,Mg,O,2.6452388700356773,-2.94594340252271,0.0003888750000022867,18.5095,2
2578,MnO,Mn,O,2.8104287960693757,-2.03612689904531,0.00218324000000214,22.1982,2
2580,NiO,Ni,O,2.625663022240141,-1.23937222615822,0.0021408199999999322,18.1016,2
8117,HoP,Ho,P,3.5503920746622937,-1.74064210614663,1.6695000000011007e-05,44.7537,2
20685,ZnO,Zn,O,2.883605470284248,-1.64199892293938,0.007806654999996887,23.9777,2
6116,ZnTe,Zn,Te,3.6308536419487916,-0.176360191666665,0.29662304875,47.8659,2
6628,AgO,Ag,O,3.148071381783956,-0.00377387168937737,0.31117794499999984,31.1985,2
13807,NiO,Ni,O,2.63160152471858,-1.24138583615822,0.00012721000000004423,18.2247,2
17670,MnNi,Mn,Ni,2.8858646249532947,-0.0126505568965509,0.06530493587778875,24.0341,2
21515,ReC,Re,C,2.7267393435022242,0.246177068750001,0.26851639187500026,20.2736,2
20235,MgTe,Mg,Te,4.096689773106613,-0.87960008125,0.0010004624999999656,68.7542,2
17676,MnPd,Mn,Pd,3.1093922572546244,-0.193653091896549,0.0069479312413806005,30.0626,2
31091,YbSn,Yb,Sn,3.7780358019329974,-0.720355523425601,0.0,53.926,2
17424,PrHg,Pr,Hg,3.8382358613895824,-0.444480651233135,0.002776569999998979,56.5451,2
19476,NdAl,Nd,Al,3.726171875785607,-0.3524127925,0.044305275000000144,51.7355,2
17429,SrHg,Sr,Hg,3.968564008478529,-0.503040627483134,0.002584590000000997,62.5029,2
17686,MnRh,Mn,Rh,3.0298392592280496,-0.184871916896551,0.0,27.8137,2
5404,FeO,Fe,O,2.696428748947925,-1.2172480271465,0.32578108000000006,19.605,2
10930,GdBi,Gd,Bi,4.000066665555586,-0.91809511625,0.0007276333333333662,64.0032,2
8121,HoS,Ho,S,3.455898332700234,-2.11874794867334,0.00023144000000341336,41.2746,2
18905,ZrS,Zr,S,3.3025630531885635,-1.48940590200668,0.2796611549999999,36.0208,2
6119,HgTe,Hg,Te,4.15559800012358,-0.137294654149799,0.0011748966666672578,71.763,2
21508,PdN,Pd,N,2.9708245923908576,0.945778422328247,0.945778422328247,26.2199,2
31079,SmTl,Sm,Tl,3.8320443471258927,-0.380299826249999,0.0021362700000010504,56.2719,2
11508,TlBr,Tl,Br,4.184161815705749,-1.03649296620792,0.0017466349999979425,73.253,2
22537,AlBi,Al,Bi,4.0395023567669,0.0592433175000004,0.0592433175000004,65.9149,2
21516,IrC,Ir,C,2.779846790376499,1.22474412125,1.22474412125,21.4814,2
29816,TbCu,Tb,Cu,3.469553602739632,0.0908796526666649,0.13925559913333213,41.7658,2
17432,TbHg,Tb,Hg,3.7167900200590798,-0.120492704816469,0.0014035849999999989,51.3457,2
17944,ScPd,Sc,Pd,3.3003733890326346,-0.9074035625,0.0007531750000000503,35.9492,2
11019,DyCd,Dy,Cd,3.7261574710295666,-0.324651363333335,0.000974805000000023,51.7349,2
5664,BP,B,P,2.8607717935975474,-0.535124044479969,0.0,23.4126,2
4641,AlP,Al,P,3.4651646394051774,-0.736775389479969,2.7424999999969835e-05,41.6075,2
8171,TmSb,Tm,Sb,3.8591551391741383,-1.0684866975,5.8805000000106133e-05,57.4747,2
21510,PdN,Pd,N,2.763968595950342,1.41149625232825,1.41149625232825,21.1154,2
21517,PtC,Pt,C,2.8328860501162993,1.55837404125,1.55837404125,22.7346,2
30063,ErTl,Er,Tl,3.7334225283395,-0.3061746925,0.0038001649999999665,52.0381,2
18193,AlRu,Al,Ru,3.0089179084793343,-0.66275832,4.539999999941813e-06,27.2415,2
30843,NiPt,Ni,Pt,2.9890937324898212,-0.101100919999999,1.6160000001000374e-05,26.7066,2
17436,TiHg,Ti,Hg,3.337978745259215,-0.00711989937626623,0.0867882654807846,37.1921,2
11022,ErCd,Er,Cd,3.6950994288911927,-0.32187689,0.001125144999999994,50.452,2
8169,ErTe,Er,Te,3.841391910768313,-1.20824427666666,0.045468156250005,56.6847,2
11510,RbI,Rb,I,4.468030201766585,-1.55081580621416,0.04972857500000005,89.1966,2
18721,TiAl,Ti,Al,3.1830023199271302,-0.436030726893132,0.00011250000000023741,32.2486,2
4138,ScS,Sc,S,3.2819306252489726,-2.01740862950668,0.01870971374999808,35.3499,2
5677,TlCl,Tl,Cl,3.8708655173870956,-1.15672801530956,0.04738283500000007,57.9995,2
6958,ZnO,Zn,O,2.703675834708299,-1.50366150793938,0.14614406999999696,19.7635,2
5166,LiCl,Li,Cl,3.201594257683442,-1.99984457780956,0.02035591750000143,32.817,2
4656,InAs,In,As,3.870925582127446,-0.2489241325,0.0,58.0022,2
5426,LiBr,Li,Br,3.4328590373398113,-1.70728302370792,0.025578877500000097,40.4546,2
5427,LiI,Li,I,3.747932489946365,-1.28651402121416,0.03762493374999876,52.6472,2
8157,TbBi,Tb,Bi,3.98317726474691,-0.570710039833334,0.000636234999999985,63.1959,2
17671,MnNi,Mn,Ni,2.8818646296933568,-0.0302652018965501,0.047690290877789546,23.9343,2
11000,CaPd,Ca,Pd,3.5160002131218207,-0.688369275,0.0003523999999995864,43.4657,2
30060,ErTe,Er,Te,3.841391910768313,-1.20824427666666,0.045468156250005,56.6847,2
17168,TbCu,Tb,Cu,3.482907136081243,0.0897796526666648,0.13815559913333203,42.2499,2
17680,MnPt,Mn,Pt,3.1061342289857685,-0.35087287689655,0.0016427549999999957,29.9682,2
11012,CeCd,Ce,Cd,3.8864751764188763,-0.32485156375,0.0,58.704,2
6913,YN,Y,N,3.0839440394079873,-1.79522274517175,0.0,29.3305,2
29826,TmCu,Tm,Cu,3.4161572378156184,-0.29091382,5.794500000000369e-05,39.867,2
17441,TmHg,Tm,Hg,3.6533490247726172,-0.446250047483134,0.001648005000000008,48.7611,2
10516,AlNi,Al,Ni,2.886708896674545,-0.669379795,6.6560000001048e-05,24.0552,2
17700,MnV,Mn,V,2.8570646526213426,-0.284458031896548,0.0,23.3217,2
17446,YbHg,Yb,Hg,3.722386798330368,-0.619810917483134,0.00030410499999999896,51.578,2
4149,HfC,Hf,C,2.925841187921788,-0.947618221250002,6.683166666510143e-05,25.0468,2
4150,VC,V,C,2.614431582049058,-0.392428928749998,0.0892149011264321,17.8703,2
5176,ScN,Sc,N,2.828772207727143,-2.01993888017175,0.00113815000000006,22.6357,2
22268,CrTe,Cr,Te,3.9195533469991233,0.110588228333335,0.2858989534654241,60.2157,2
11511,KI,K,I,4.337708729888919,-1.51418480871416,0.06963003999999984,81.6171,2
11512,KBr,K,Br,4.036401069026896,-1.85554338620792,0.07251042499999993,65.7632,2
17685,MnRh,Mn,Rh,3.011250349730281,-0.16808772689655,0.016784190000001004,27.3049,2
5632,AlO,Al,O,2.7943465862055263,-1.41558020793938,1.3053081374497746,21.8193,2
8206,NiO,Ni,O,2.632044269294789,-1.24151304615822,0.0,18.2339,2
10777,MgAu,Mg,Au,3.2825741987095958,-0.615378534583335,0.0012252074999997697,35.3707,2
5177,ZrN,Zr,N,2.897087841573394,-1.78516856767175,0.000301080000001841,24.3156,2
7484,LiF,Li,F,2.4961273374247814,-3.14987675956555,0.0,15.5525,2
